연번,요일구분,호선,역번호,출발역,상하구분,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-00시,00시-01시
810,토요일,5,2520,신정,상선,13,8.15,10.9,14.85,17.55,20.7,22.9,26.55,29.65,33,38.6,47.8,49.55,43.1,38.25,40.7,36.45,31.4,27,
811,토요일,5,2521,목동,상선,12.15,7.8,10.9,14.25,17.15,20.65,23.9,26.65,31.1,34.8,41.2,51.9,51.95,48.75,42.05,45.1,40.2,35.2,32.25,
812,토요일,5,2522,오목교,상선,11.65,8.75,12.05,16.1,18.7,22.05,25.95,29.7,33.35,38.7,47.4,59.15,57.55,55.2,48.3,52.05,45.2,40.2,38.6,
813,토요일,5,2523,양평,상선,11.55,9.4,14.35,20.8,23.35,27.1,30.45,35.1,38.5,44.15,51.2,66.8,63.7,57.65,51.4,55.15,46.1,43.55,22.1,
814,토요일,5,2524,영등포구청,상선,11.85,9.55,14.55,21.55,24,28.4,30.1,36,39.8,40.9,57.9,68.05,64.25,60.1,52.5,57.45,47.25,45.15,23.25,
815,토요일,5,2525,영등포시장,상선,7.85,6.85,10.4,14.95,18.65,21.2,24.6,28.95,31.1,34,49.1,57.1,56.7,48.85,42.3,48.15,38.25,33.75,15.7,
816,토요일,5,2526,신길,상선,7.9,7.3,11.3,15.5,19.55,23.1,28.05,31.25,32.5,34.4,49.15,57.1,57.5,48.75,42.85,48.1,39.1,34.8,16.75,
817,토요일,5,2527,여의도,상선,7.75,7.5,11.65,16,19.5,24.4,28.7,33.3,35.15,40.35,57.5,65.45,64.75,55.65,51.6,58.75,46.1,37.9,12.1,
818,토요일,5,2528,여의나루,상선,10.3,8.9,14.4,21.6,23.1,27.6,31.7,37.1,38.25,45.2,53.95,64.7,62.6,55.95,48.15,56,43.5,35.25,11.1,
819,토요일,5,2529,마포,상선,10.35,9.5,15.3,23.5,26.9,34,38.6,44.6,48.9,53.55,63.05,70.4,63.85,52.4,42.05,46,35.7,29.55,10.85,
820,토요일,5,2530,공덕,상선,10.5,9.95,15.1,23.75,27.15,34.5,39.5,43.7,47.8,53.9,61.45,72.4,65.2,53.5,42.4,46,34.55,29.8,11.5,
821,토요일,5,2531,애오개,상선,9.85,9.15,13.2,21.05,24.35,29.5,36.7,37.8,42.35,51.8,59.25,74.05,67.2,54.85,46,49.8,34.55,29.4,11.15,
822,토요일,5,2532,충정로,상선,11.15,8.5,13.55,20.5,23.3,28.5,35.3,36.75,41.35,52.5,60.8,74.05,67.85,54.25,47,50.4,35.15,29,13.65,
823,토요일,5,2533,서대문,상선,10.8,8.25,13.7,19.75,22.9,28.65,34.15,36.5,40.3,51.6,59.55,73.05,67.15,53.75,47.05,49.65,34.6,28.75,11.75,
824,토요일,5,2534,광화문,상선,10.45,8.65,15.2,20.9,24.6,30.65,34.8,36.9,40.35,49.2,58.7,71.1,64.25,52.4,45.9,50.95,34.7,29.2,7.8,
825,토요일,5,2535,종로3가,상선,13.2,11,18.5,26.75,33.4,42.15,49.9,58.6,64.5,60.85,61.2,61,53.3,37.75,32.2,31.85,26,25.75,7.5,
826,토요일,5,2536,을지로4가,상선,12.4,10.95,19.45,30.2,38.2,45.35,52.65,58.7,61.65,57.05,56.35,54.7,42.85,29.55,22.65,22.7,18.1,18.55,5.7,
827,토요일,5,2537,동대문역사문화공원,상선,12.75,11.5,19.65,29.8,37.15,44.7,50.1,55.2,57.35,53.15,51.15,50.1,37.25,25,18.75,20.75,15.8,16.5,4.95,
828,토요일,5,2538,청구,상선,14.05,13.45,23.55,34.35,42.05,51.05,54.6,57.85,59.3,54.8,49.3,48.25,36.2,24.5,18.5,25,18,15.55,3.95,
829,토요일,5,2539,신금호,상선,15.1,14.4,25.6,38.2,45.3,56.3,60.3,60.95,67.6,59.65,54,53.5,40.6,27.55,20.3,29.25,20.15,18.3,5.75,
830,토요일,5,2540,행당,상선,14.65,13.95,26.05,36.85,45.7,55.15,59.2,60.2,66.75,58.9,55.15,52.05,40.85,27.55,21,29.25,21.15,19.2,6.3,
831,토요일,5,2541,왕십리,상선,14,13.75,25.45,36.15,44.2,53.85,57.1,58.75,64.55,58.3,54.2,51.9,40.6,28.35,23.1,29.9,21.65,20.45,4.6,
832,토요일,5,2542,마장,상선,20.9,18.6,34.9,48.75,56.6,68.4,71.9,72.35,76.25,68.85,65,61.95,48.7,32.55,25.65,36.35,25.2,21.75,5,
833,토요일,5,2543,답십리,상선,20,18.2,34.2,49.1,53.85,67.35,70.65,75,72.25,67.9,64.35,61.3,46,32.45,25.55,35.95,24.75,21.65,5.1,
834,토요일,5,2544,장한평,상선,18.65,17.85,32.4,46.45,51.65,64,68.05,71.35,68.7,65.1,61.35,59.65,45.4,32.25,26.9,38.2,24.1,21.35,5,
835,토요일,5,2545,군자,상선,17.5,18.15,33.2,45.2,50.55,61.9,65.5,69.5,66.25,62.4,60.8,57.4,43.95,31.95,27.15,37.75,25.8,22.7,6.65,
836,토요일,5,2546,아차산,상선,22.25,20.7,39.15,54.1,60,69.7,73.8,80,74.35,72.3,71.55,69.1,57.55,39,35.35,46.75,33.5,28.95,9.35,
837,토요일,5,2547,광나루,상선,19.3,18.85,37.65,51.6,59.15,67.55,69.9,80.45,70.55,67.7,70.65,62.2,54.85,36.7,36.3,44.8,32.9,28.85,5.75,
838,토요일,5,2548,천호,상선,18.85,18.45,38.15,51.55,59.4,69.7,66.9,77.9,70.2,62.5,67.4,59.6,52.75,36.4,34.75,40.35,32.4,26.5,5.8,
839,토요일,5,2549,강동,상선,17.3,17.45,36.1,49.1,53.45,66.8,61.25,71.4,67.35,54.85,61.4,54.7,42.85,31.25,31.4,35.8,26.8,21.75,3.65,
840,토요일,5,2550,길동,상선,25.65,26.95,51.7,70,77.05,88.15,87.55,89.9,81.75,71.95,72.95,67.2,51.4,36.7,29.6,26.05,25.35,24.95,7.35,
841,토요일,5,2551,굽은다리,상선,23.4,24.65,47.95,67.4,73,81.05,81.6,82,73.95,66,66.45,62.6,47.2,33.75,27.7,24.15,25.05,23.4,3.95,
842,토요일,5,2552,명일,상선,18.45,23.3,42.1,59.3,65.95,72.35,72.85,73.7,65.3,59.95,59.9,55.3,41.9,30,24.55,21.2,23.8,21.05,3.9,
843,토요일,5,2553,고덕,상선,16.3,22.65,39.45,55.15,60.25,65.4,66.25,67.25,57.55,55.85,56.1,52.1,39.8,29.15,24.05,21.2,24.45,18,4.1,
844,토요일,5,2554,상일동,상선,13.25,21,36,51,55.55,58.65,59.35,59.5,51.75,48.6,49,43.9,39.1,25.05,17.95,19.35,19.95,16.05,4,
845,토요일,5,2562,강일,상선,22.6,15.75,28.35,37.6,41.9,43.75,44.5,45.7,40.15,37.8,40.85,35.15,33.7,28.1,18.1,18.3,19.05,15.75,2.15,
846,토요일,5,2563,미사,상선,19.2,13.45,23.45,31.4,34.15,36.75,37.85,38.95,34.8,33.4,35.85,30.85,30.75,28.95,17.4,18.2,18.75,15.75,2.55,
847,토요일,5,2564,하남풍산,상선,12.85,8.6,13.2,19.15,21.1,21.9,22.55,22.7,21.85,20.7,23.25,19.65,21.6,20.85,11.85,10.3,11,7.1,1.25,
848,토요일,5,2565,하남시청,상선,11.6,7.65,11.35,16.1,18.2,18.8,19.45,19.65,18.35,17.45,18.5,16.6,18.75,18.15,10.1,8.75,10.45,6.05,1.25,
849,토요일,5,2566,하남검단산,상선,5.2,2.9,5.15,7.05,7.7,8.65,9,8.7,8.75,8.35,9.75,8.7,12.3,10.2,5.7,5.3,6.5,3.6,0.8,
850,토요일,5,2555,둔촌동,상선,10.25,12.1,21.3,30.7,36.55,40.25,43.95,51.75,48.6,43.55,44.45,43,38.35,25,43.5,48.15,32.55,21.75,2.35,
851,토요일,5,2556,올림픽공원(한국체대),상선,8.9,10.3,19.4,26.25,30.85,35.2,37.8,46.95,43.15,37.15,39.2,38.6,36.75,24,41.8,44.25,31.05,19.4,2.55,
852,토요일,5,2557,방이,상선,9.7,10.75,20.2,26.55,31.75,34.55,36.35,42.3,39.1,32.55,35,31.6,27.8,18.5,14.95,15,17.65,15.3,2.3,
853,토요일,5,2558,오금,상선,8.6,9.55,18.6,24.75,28.65,30.75,33.25,36.15,35.1,28.55,30.45,28.1,24.15,15.8,12.6,11.35,11.55,12.95,2.1,
854,토요일,5,2559,개롱,상선,10.8,11,19.45,25.1,28.2,26.65,28.25,29.8,26.85,23.05,22.4,20.75,15.45,9.5,7.4,6,6,4.95,1,
855,토요일,5,2560,거여,상선,8.4,8.4,15.15,19.3,21.35,19.1,20.45,21.35,19.95,17.35,16.3,14.4,11.35,6.95,5.3,4.15,4.65,3.45,0.7,
856,토요일,5,2561,마천,상선,3.8,4.45,6.55,8.9,8.7,7.95,8.45,8.95,7.9,7.4,6.95,6.2,5.85,3.1,2.05,1.6,2.2,1.25,0.3,
857,토요일,5,2511,방화,하선,1.9,1.8,2.75,4.1,3.9,4.3,4.3,4.3,3.95,3.3,3.45,3.5,2.25,1.7,1.35,1.05,0.85,0.7,0.35,
858,토요일,5,2512,개화산,하선,3.7,3.15,5.1,7.2,7.2,7.6,7.6,7.3,6.85,5.6,5.95,6.35,4.15,3.6,2.6,2.3,1.7,1.3,0.55,
859,토요일,5,2513,김포공항,하선,3.95,5.45,8.45,14.25,14.5,15.95,16.15,15.55,17.05,16.65,17.2,17.35,15.5,13.95,9.85,8.95,9.1,10,2.9,
860,토요일,5,2514,송정,하선,5.15,5.85,9.8,16.65,17.55,18.65,18.5,18.2,18.7,18.9,19.1,19.15,16.4,15.05,10.5,9.65,9.05,10.1,3.1,
861,토요일,5,2515,마곡,하선,5.8,6.05,11.7,17.85,19.1,20.4,21.1,21.55,22.15,22.5,23.7,22.35,20.05,16.45,13.55,11.25,10.85,11.6,3.3,
862,토요일,5,2516,발산,하선,6.25,7.05,13.15,18.5,20,22.55,25.25,26.65,28.25,29.8,30.6,31,24.75,21.5,18.1,16.5,17.5,18.05,6.05,
863,토요일,5,2517,우장산,하선,8.25,8.5,16.2,23.15,25.15,27.85,30.75,32.75,31.6,32.8,33.5,32.8,27.4,21.35,18.15,16.65,17.25,17.35,5.55,
864,토요일,5,2518,화곡,하선,12.25,13.75,25.5,35.4,36.75,39.75,42.15,44.15,40.95,41.1,40.45,37.9,30.4,23.1,19.2,16.8,17.4,17.25,3.55,
865,토요일,5,2519,까치산,하선,16.9,16.3,29.4,42.75,41.9,44.1,46.85,49.05,43.75,41.5,39.3,36.75,28.25,20.85,16.1,14.55,13.6,14.25,6,
866,토요일,5,2520,신정,하선,20.4,18.15,32.75,49,47.6,48.55,51.8,53.5,48.25,44.35,41.55,38.7,29.9,21.65,16.35,14.15,13.15,13.85,5.35,
867,토요일,5,2521,목동,하선,22.9,19.9,36.45,52.8,52.35,54.35,57.75,60.35,53.75,49.05,46.6,43.4,33.65,24.05,17.4,14.6,14.3,14.2,5.25,
868,토요일,5,2522,오목교,하선,24.9,20.15,37,53.1,53.15,57.35,61.1,65.95,60.15,55.25,50.7,52.25,40,28.6,21,20.25,18.4,17.45,5.8,
869,토요일,5,2523,양평,하선,25.5,20.9,37.85,54.35,54.8,58.95,63.65,67.7,62.75,57.1,52.7,54.25,42,29.45,21.7,21.05,18.75,17.7,5.75,
870,토요일,5,2524,영등포구청,하선,20.65,16.95,28.35,42,43.2,46.95,51.5,55,51,46.9,42.3,43.15,32.05,22,16.3,15.3,12.8,12.75,4.9,
871,토요일,5,2525,영등포시장,하선,20.9,16.7,28.4,41.15,42.1,47.05,50.65,55,52.3,47.95,44.75,46.3,33.55,23.6,17.45,16.5,13.6,13.9,4.4,
872,토요일,5,2526,신길,하선,25.4,17.1,29.7,43.8,46.35,53.2,58.7,64.4,63.3,56.75,51.4,54.1,39.25,26.65,18.95,17.1,14.25,15.15,4.1,
873,토요일,5,2527,여의도,하선,22.5,14.3,23.1,34.1,39,47.35,54.35,63.75,64.75,61.95,60.75,64.4,46.75,33.75,26.2,24.75,19.45,17.85,5.3,
874,토요일,5,2528,여의나루,하선,22.05,13.55,22,33.2,36.75,44.4,50.4,57.65,56.15,57.35,57.45,66.1,49.9,40.8,33.05,35.1,26.15,22.95,6.4,
875,토요일,5,2529,마포,하선,21,12.45,21.45,32.1,36.95,43.35,50.4,59.5,58.1,58.7,61.1,62.4,48.95,40.55,33.8,34.3,25.9,24.05,6.05,
876,토요일,5,2530,공덕,하선,18.9,11.3,21.05,31.7,38.55,45.95,53.45,63.3,62.4,61.55,63,59.25,44.8,34.75,27.7,27.25,21.5,20.7,4.4,
877,토요일,5,2531,애오개,하선,14.6,11.65,19.95,30.4,39.5,46.25,53.85,63.85,64.6,60.6,63.6,60.3,45.1,34.05,27.15,26.45,20.85,20.5,4.55,
878,토요일,5,2532,충정로,하선,14.4,11.6,19.85,29.35,38.45,45.85,52.9,62.8,64.75,60.35,62.9,60.1,45.45,33,26.65,25.25,20.05,19.85,5.7,
879,토요일,5,2533,서대문,하선,14.55,11.3,18.3,28.4,36.9,45.05,51.95,62.45,65.75,63.35,65.6,62.5,47.9,35.5,28.15,25.9,20.25,20.75,5.45,
880,토요일,5,2534,광화문,하선,12.1,9.25,15.25,24.45,29.15,35.75,41.4,46.25,49.3,55.35,67,73.35,63.2,48,43.55,40.9,29.05,23.75,5.5,
881,토요일,5,2535,종로3가,하선,8.95,8.35,12.6,18.85,22.65,25.7,29,35.05,38.45,43.35,57.8,64.95,58.95,51.25,48,48.45,36.15,30.8,8.05,
882,토요일,5,2536,을지로4가,하선,8.85,7.55,11.6,17.3,20.6,21.85,26.3,31.65,34.8,40.7,53.65,61.6,56.75,49.05,47.95,46.5,34.5,30.2,8.35,
883,토요일,5,2537,동대문역사문화공원,하선,11.45,8.2,12.45,18.45,22.05,21.9,26.3,32.1,34.7,42.3,56.05,59.2,61.3,51.1,48.1,46.9,37,34.1,10.35,
884,토요일,5,2538,청구,하선,16.65,9.9,14.25,20.95,23.65,25.9,29.6,36.3,38.3,45.75,59.75,64.95,65.3,52.5,51.7,49.4,40.9,38.85,15.3,
885,토요일,5,2539,신금호,하선,17.6,10.05,14.5,20.55,23.8,26.5,29.6,36.6,37.85,46.1,56.35,65.15,66.15,51.55,49.8,49.05,40.3,37.8,14.15,
886,토요일,5,2540,행당,하선,19,10.4,14.85,22,25.3,28,30.5,37,37.6,45.35,56.05,67.25,60.85,50.35,48.6,48.35,39.2,37.55,14,
887,토요일,5,2541,왕십리,하선,17.3,11.8,16.35,24.15,28.95,31.9,35.85,42.1,46.45,54.85,66.1,78.3,73.6,61.8,59.8,60.8,54.8,51,18.7,
888,토요일,5,2542,마장,하선,13.85,11.75,16.15,24.25,29.1,31.8,35.8,41.95,45.05,54.8,65.2,76.3,71.8,61.6,58.05,59.45,54.05,50.1,18.05,
889,토요일,5,2543,답십리,하선,16.55,12.5,17.15,25.1,30.35,32.05,36.05,41.7,44.65,50.45,67.35,74.05,70.85,59,55.75,57.65,51.45,47.45,23.3,
890,토요일,5,2544,장한평,하선,19.35,12.25,18.2,26.95,31.55,32.65,36.5,41.5,43.7,51,66.55,72.5,69.5,58.45,52.4,55.2,47.65,41.3,24.5,
891,토요일,5,2545,군자,하선,22.8,18.95,26,38.9,43.85,44.85,48.75,54.7,54.6,59.35,79.15,80.45,77.35,64.15,60.1,59.7,53.05,47.2,24,
892,토요일,5,2546,아차산,하선,23.9,18.75,26.55,37.25,40.4,40.7,46.4,51.9,53.05,58.95,74.85,79.1,77.4,62.65,58.5,55.95,51.1,44.65,22.25,
893,토요일,5,2547,광나루,하선,24.25,18.6,25.25,35.6,36.35,38.6,45.05,51.15,53.15,59.15,72.8,78.4,74.5,61.6,56.85,53.75,50.1,43.2,30.15,
894,토요일,5,2548,천호,하선,20.05,14.6,21.2,29.15,29,33,37.95,43.55,47.55,49.2,62.2,69.6,64.45,57.45,49.9,46.25,45.65,38.35,24.6,
895,토요일,5,2549,강동,하선,10.45,15.15,22.65,33.95,27,35.5,40,46.9,50.2,51.3,64,69.9,58.75,57,46.05,47.85,44,35.85,21,
896,토요일,5,2550,길동,하선,10.95,17.05,21.4,33.6,26.65,34.45,37.35,46,51.45,51.5,68.1,83.15,75.9,67.85,59.45,61.85,54.9,43.7,34.9,
897,토요일,5,2551,굽은다리,하선,10.95,17,20.05,30.45,26.45,31.3,33.1,41.9,45.35,47.95,59.9,73,68.25,60.45,52.15,54.95,48.75,39.35,31.55,
898,토요일,5,2552,명일,하선,11.25,16.85,17.55,29.15,25.05,28.8,31.2,38.25,42.05,44.45,55,66.65,61.95,54.65,49.85,50.2,44.9,40.6,21.05,
899,토요일,5,2553,고덕,하선,8.8,14.05,15.3,23.4,20.7,25.6,27.8,34.95,37.05,40.95,48.5,59.2,55.85,49.75,45.05,42.95,43.85,36.9,18.1,
900,토요일,5,2554,상일동,하선,7.2,11.3,12.9,21.35,18.25,23,23.5,30.55,30.25,32.3,37.95,46.8,44.6,40.2,33.55,31.6,32.15,27.55,10.35,
901,토요일,5,2562,강일,하선,6.25,9.8,14.65,19.55,20.6,20.9,22,28,27.45,30,31.75,40.9,39.4,35.65,29.45,27.15,27.15,23.45,18.55,
902,토요일,5,2563,미사,하선,4.5,6.3,10.85,13.2,14.2,14.5,14.4,18.3,17.2,18.45,19.25,22.6,22.7,18.8,15.75,15.15,15.8,14,9.85,
903,토요일,5,2564,하남풍산,하선,2.15,4.05,8.45,10.55,12.45,12.65,12.15,15.25,14.35,15.45,16.55,19.45,18.85,16.75,13.4,13.15,13.45,11.25,8.15,
904,토요일,5,2565,하남시청,하선,1.05,2.25,4.45,6.95,8.1,7.4,7,8.95,8.1,8.75,7.7,8.8,8.45,7.25,5.2,5.85,5.45,4.85,1.65,
905,토요일,5,2566,하남검단산,하선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
906,토요일,5,9005,강동,하선,8.85,12.8,23.7,30.15,25.9,34.35,38.3,44.35,43.85,46.8,51.95,53.55,38.65,36.35,30.35,29.2,26,23.4,12,
907,토요일,5,2555,둔촌동,하선,9.7,11.5,20.75,30.6,24.85,31.35,35.35,40.8,39.3,45,48.25,45.55,32.85,30.15,27.05,25.1,21.45,19.75,9.65,
908,토요일,5,2556,올림픽공원(한국체대),하선,7.7,9.35,17,23.8,18.1,19.95,24.65,27.65,23.9,26.25,31.05,35.2,29.4,29.3,28.65,27.15,22.5,19.6,9,
909,토요일,5,2557,방이,하선,7.2,8.55,15.55,20.3,15.9,17.3,19.95,24.2,21.15,23,27.2,30.45,25.85,25.5,24.65,25.05,22.7,17.5,7.6,
910,토요일,5,2558,오금,하선,3.55,4.65,8.95,12.55,10.6,12.5,14.15,18.15,16.65,18.5,21.55,29.45,24,24.8,22.1,22.45,20.8,17.2,8.3,
911,토요일,5,2559,개롱,하선,2.85,3.7,5.75,8.2,8.05,9.55,10.05,12.8,11.95,12.85,15.15,20.35,17.25,17.6,16.15,17.05,15.9,12.55,5.9,
912,토요일,5,2560,거여,하선,1.4,1.5,2.45,4.4,4.55,5.25,4.55,5.05,5.95,5.75,6,8.9,6.9,7.5,6.1,7.2,6.25,5.35,3.7,
913,토요일,5,2561,마천,하선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
914,토요일,6,2611,응암,상선,8.9,6.8,17.1,24.1,23.6,27.6,26.05,21.45,29.45,26.9,25.35,35.1,29.9,20.75,24.4,22.3,20.7,18.8,6.9,
915,토요일,6,2617,새절,상선,7.75,7.95,14,21.05,24.7,20.95,23.6,24.35,25.05,28.1,33.6,37.1,37.5,32.85,28.5,29.4,30.15,27.25,16.65,
916,토요일,6,2618,증산,상선,7.5,8.3,14.1,20.7,23.7,21.35,24.4,26.55,27.9,30.45,38,43.7,43.3,38.65,34.55,34.85,36.65,33.5,21.85,
917,토요일,6,2619,디지털미디어시티,상선,7.55,8.55,13.65,19.95,23.55,21.6,24.65,28.95,30.15,33.2,41.2,49.25,48.55,44.05,38.95,41.15,42.95,38.3,14.25,
918,토요일,6,2620,월드컵경기장,상선,9.8,8.25,12.95,17.55,20.1,21,24.05,27.15,29.35,34.3,39.5,49.15,48.3,44.2,40.05,42.3,44.7,39.35,15.05,
919,토요일,6,2621,마포구청,상선,10.25,8.5,13.55,18.55,23.25,23.25,25.55,29.35,30.5,34.65,38.95,47.8,46.7,42.8,39.7,42.1,44.2,38.6,15,
920,토요일,6,2622,망원,상선,9.9,9.35,13.55,19.25,23.9,24,27.75,30.95,34.25,38.9,43.4,51.15,51.2,46.6,43.25,47.45,49.35,43.5,17.5,
921,토요일,6,2623,합정,상선,9.65,10.1,14.75,21.15,29.2,35.7,39.5,48.25,51.35,56.05,57.85,64.8,59.85,52.7,46.4,49.25,50.65,44.8,16.65,
922,토요일,6,2624,상수,상선,6.45,6.6,9.6,13.45,18.55,24.95,28.55,35.5,35.1,38,41.5,48.55,43.05,38.6,34.05,33.75,35.25,31.05,11.15,
923,토요일,6,2625,광흥창,상선,5.65,5.6,10.35,14.35,20.2,27.5,32.5,40.2,39.35,40.5,46.1,52.65,47.2,44,35.7,34.5,35.1,29.8,12.2,
924,토요일,6,2626,대흥,상선,5.4,5.45,9.65,13.75,19.65,26.25,31.3,39.45,39.3,40.3,46.1,52.8,48.85,44.95,36.85,34.05,37.55,30.65,8.9,
925,토요일,6,2627,공덕,상선,6,5.65,10.25,16.25,21.45,27.95,31.85,40.4,40.9,41.2,45.7,56.75,50.4,46.7,37.7,35.55,38.35,31.95,10.7,
926,토요일,6,2628,효창공원앞,상선,10.75,8.55,14.9,20.45,26.9,34.35,38.8,45.85,46.7,47,52.95,64.5,56.1,50.95,39.85,38.1,44.8,38.7,14.95,
927,토요일,6,2629,삼각지,상선,11.1,8.6,15,20.45,26.55,33.3,38.25,44.8,46.15,47.4,52.4,64.5,57.15,51.3,40.3,39.45,46.3,39.45,13.35,
928,토요일,6,2630,녹사평,상선,12.95,9.05,15.25,19.95,23.45,29.4,34.45,39.75,40.2,44.2,46.4,61.8,51,46,37.45,35.05,47.05,35.55,14.9,
929,토요일,6,2631,이태원,상선,12.55,9.45,14.8,20.95,24.45,30.25,36.4,41.7,42.05,46.35,48.75,60.75,49.85,43.05,34,31.85,42.35,31.25,8.15,
930,토요일,6,2632,한강진,상선,8.95,8.35,14.3,21.2,25.75,32.15,38.75,44.3,43.1,47.55,48.95,62.6,52.45,43.3,35.25,34.05,42.6,30.35,10.25,
931,토요일,6,2633,버티고개,상선,10.7,9.45,15.5,23.3,30.65,40.8,45.95,55.05,51.9,54.7,52.75,55.55,52.55,37.9,29.25,30.1,26.6,27.3,12.2,
932,토요일,6,2634,약수,상선,10.7,9.45,15.45,23.25,30.8,40.4,45.7,55.15,52.25,54.95,52.85,55.65,52.7,38.3,29.45,30.35,26.75,27.6,12.25,
933,토요일,6,2635,청구,상선,13.55,13.4,23.6,37.6,37.3,46.15,48.85,56.2,52.75,52.15,52.8,54.7,49.7,34.05,25.65,26.25,23.1,22.65,9.25,
934,토요일,6,2636,신당,상선,13.25,14.3,24.75,38.95,37.1,42.05,46.85,53.85,48.85,48.35,49.5,51.2,44.05,30.4,22.15,21.45,19.9,19,7.6,
935,토요일,6,2637,동묘앞,상선,15.65,17.6,31.55,49.1,46.4,51.5,57.1,63.75,56.85,55.5,53.9,56,47.45,32.5,22.2,20.1,18.15,17.95,3.5,
936,토요일,6,2638,창신,상선,17.3,21.8,36.2,55.85,53.2,57.65,62.95,65.25,59.5,53.1,50.4,50.7,40.2,26.65,18.8,18.25,16.7,16.4,2.95,
937,토요일,6,2639,보문,상선,16.3,21,34.7,53.95,51.8,55.95,61.25,63.5,58,51.9,49.5,49.85,39.75,25.95,18.6,17.95,16.4,15.95,3,
938,토요일,6,2640,안암,상선,14.15,19.15,32.65,46.8,45.1,50.2,55.35,55.95,51.35,45.75,44.05,45.6,35.3,24.25,16.95,15.8,15.1,14.6,2.9,
939,토요일,6,2641,고려대,상선,15.4,18.7,31.25,44.9,42.85,46.5,49.8,49.95,45.6,39.45,37.4,39.7,29.35,19.85,13.5,12.95,11.2,9.45,2.85,
940,토요일,6,2642,월곡,상선,14,17.45,29.05,42.55,39.05,43.9,46.2,46,40.2,34.85,33.1,33,24.5,17.3,11.55,11.55,10.15,7.9,2.45,
941,토요일,6,2643,상월곡,상선,12.2,16.9,27.25,37.95,35.6,39.95,40.3,40.8,35.5,31.1,30.55,30.25,22.95,15.75,10.95,10.75,9.6,7.75,3,
942,토요일,6,2644,돌곶이,상선,12.5,15.4,24.8,34.5,32.6,36.65,37.8,37.95,33.95,29.25,29.25,28.9,21.95,15.5,11.1,10.95,9.95,7.35,1.9,
943,토요일,6,2645,석계,상선,9.95,14.15,22.8,30,28.55,33.05,33.7,34.55,30.5,27.5,27.1,26.5,21.05,14.85,10.65,11.35,10.4,8.1,1.95,
944,토요일,6,2646,태릉입구,상선,9.1,13.9,21.15,28.95,27.95,33.4,33.8,35.35,30.55,28.8,28.5,27.25,22.8,15.95,12.55,12.45,11.7,8.8,2.05,
945,토요일,6,2647,화랑대,상선,5.2,9.3,13.8,19.3,18.1,20,20.6,19.6,16.05,15.2,14.75,14.1,11.2,7.2,5.05,5.1,3.6,2.35,0.35,
946,토요일,6,2648,봉화산,상선,2.55,6.3,7.25,10.35,11.35,11.1,10.95,10.65,8.4,8.9,7.7,8.25,6.95,4.7,3.3,3.1,2.1,1.5,0.25,
947,토요일,6,2649,신내,상선,1.2,8.5,5.85,10.95,14.1,10.9,14.55,13.2,10.3,8.2,11,11.05,9.55,5.3,4.95,4.4,1.9,1.4,0.3,
948,토요일,6,2612,역촌,하선,7.4,8.35,16.35,24.35,27.75,25.1,25.75,25.75,25.8,26,29,28.85,27.2,21.8,19.2,18.85,18.75,16.2,6.15,
949,토요일,6,2613,불광,하선,2.9,3.95,7.4,10.3,13.5,13.45,14.15,15.3,15.5,15,19.35,20.2,19.45,16.3,13.85,14,12.75,10.6,4,
950,토요일,6,2614,독바위,하선,3.1,4.1,8.55,10.8,13.15,14.2,15.5,15.95,15.95,15,19.1,20.05,18.2,14.95,12.65,12.6,11.2,9.05,2.95,
951,토요일,6,2615,연신내,하선,6.35,7.05,13.1,19.1,21.4,24.9,27.15,27.7,27.55,27.55,33.15,34.4,30.6,25.15,18.95,17.2,15.55,11.05,4.05,
952,토요일,6,2616,구산,하선,9.1,9.15,16.4,22.6,24.35,29.3,31.05,31.8,31.35,29.8,33.5,35.05,29.85,22.75,17.65,14.9,13.4,8.9,2.5,
953,토요일,6,2611,응암,하선,14.5,12.6,21.5,29.25,31.75,35.2,34.7,37.75,36.45,33.9,35.85,36.7,31.2,22.65,17.35,14.5,13.35,8.85,2.55,
954,토요일,6,2617,새절,하선,15.6,14.45,26.7,35.45,38,41.6,39.9,43.55,40.95,37.15,39.6,40.25,33.35,23.8,18.05,14.6,13.85,9.95,2.1,
955,토요일,6,2618,증산,하선,18.5,16.35,30,41,43.3,46.2,44.9,48.3,43.9,41.45,42.85,43.85,35.35,25.55,18.8,15.6,14.05,10.6,3.15,
956,토요일,6,2619,디지털미디어시티,하선,15.65,14.15,28.85,39.7,43,46.75,47.8,49.7,47.4,42.75,43.65,46.55,34.7,24.65,18.45,14.35,12.6,10.75,3.1,
957,토요일,6,2620,월드컵경기장,하선,15.55,13.85,28.7,39.15,42,45.15,47.15,49.15,46.05,43.15,45.65,48.5,36.9,26.65,19.75,15.05,13.3,10.9,3.15,
958,토요일,6,2621,마포구청,하선,17.55,15.55,30.2,44.85,47.8,52.15,54.3,53.35,52.65,47.85,49.8,53.7,40.75,30.35,21.7,16,14.2,11.9,2.95,
