연번,요일구분,호선,역번호,출발역,상하구분,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-00시,00시-01시
1,평일,1,158,청량리,상선,7.05,6.4,14.5,13.5,15.95,17.45,15.95,19.75,18.25,20.7,29.4,30.75,56.1,52.75,27.25,27.15,23.75,21.95,11.7,0
2,평일,1,157,제기동,상선,8.15,7.6,17.15,17.4,19.85,22,17.95,23.15,21.85,25.4,31.15,36,63.45,59.4,31.35,30.4,26.6,24.8,14.2,0
3,평일,1,156,신설동,상선,8.95,8.4,19.05,20.25,23.95,26.2,21.65,28.75,26.45,28.35,33.65,37.15,64.3,58.85,32.45,31.55,27.6,25.65,14.35,0
4,평일,1,159,동묘앞,상선,9.05,9.8,22.35,21.15,23.15,27.7,22.7,29.3,26.6,29.6,32.7,36.2,62.5,59.55,31.55,35.95,29.45,25.6,13.9,0
5,평일,1,155,동대문,상선,9.3,11.15,26,25.9,26.4,30.9,26.4,34.4,29.55,33.25,35.55,40.4,69.85,63.15,35.15,37,33.65,28.7,15.8,3.5
6,평일,1,154,종로5가,상선,8.15,11.55,27.95,25.5,27.7,30,27.15,34.05,29.45,32.45,33.4,39.8,70.3,64.2,33.35,39.05,33.7,27.2,14.8,4
7,평일,1,153,종로3가,상선,8.95,15.05,36.15,32.45,34.7,35.2,29.7,38.2,32.3,32.15,34.65,40,70.15,57.8,32,38.15,29.45,28.35,13.3,1.4
8,평일,1,152,종각,상선,8.9,15,33.35,32.5,33.8,34.75,27.75,34.4,29.95,28.9,30.65,35.05,64.45,53.15,30.8,33.1,26.15,24.5,12.35,1.4
9,평일,1,151,시청,상선,10.45,23.85,55.85,54.8,40.45,39.55,30,37.5,29.25,25.6,26.8,29.55,53.15,42.95,24.9,22.75,19.45,18.1,11.25,1.7
10,평일,1,150,서울역,상선,13.95,28.85,70,79.55,47,41.8,31.75,39.45,29.9,24.8,25.25,26.5,42.65,34.45,21.4,18.15,15.65,14.55,10.65,1.4
11,평일,1,158,청량리,하선,19.3,35.6,66,55.6,33.25,22.3,25.7,24.85,22.5,26.25,23.8,28.85,26.9,15.35,12,11.15,10.05,8.05,4.65,0.1
12,평일,1,157,제기동,하선,19.95,36.25,65.9,57.6,33.7,25.2,26.05,27.2,26.35,30.45,26.75,34.4,31.6,17.9,13.55,11.9,10.55,8.4,4.6,0.2
13,평일,1,156,신설동,하선,20.95,38.1,70.5,58.9,35.65,27.35,26.5,29.8,27.3,30.4,30.05,37.8,36.55,19.95,14.6,13.4,11.6,8.25,4.45,0.3
14,평일,1,159,동묘앞,하선,15.85,33.8,77.7,65.2,40.85,29.6,29.25,33.15,31.2,34.85,35.25,36.65,41.65,23.1,16.55,15.25,13.4,8.85,4.7,0.4
15,평일,1,155,동대문,하선,15.55,32.9,75.3,77.25,38.95,29.65,28.95,33,32.15,33.45,36,38.1,42.35,25.2,17.05,16.45,14.8,9.45,6.3,0.7
16,평일,1,154,종로5가,하선,14.65,31.65,70.35,71.8,36.5,28.9,31.8,31.95,35.75,37.9,42.9,42.65,52.3,30.95,21.05,20,18.25,10.8,6.55,0.6
17,평일,1,153,종로3가,하선,11.6,27.7,63.85,65.7,32.6,23.1,26.65,28,31.7,35.75,37.9,41.05,51.95,32.9,22.15,21.6,19.15,12.25,5.85,0.4
18,평일,1,152,종각,하선,10.2,22.85,48.15,41.8,25.65,20.4,26.6,27.15,32.4,37.45,43.75,48.85,69.9,43.9,29.45,32.5,27.6,16.65,7.3,0.3
19,평일,1,151,시청,하선,9.35,19.65,36.35,28.6,22.15,19.3,25.2,27.6,31.45,38.55,48.95,55.45,87.95,60.6,36.2,40.35,33.5,20.3,9.05,0.3
20,평일,1,150,서울역,하선,11.15,20,40.25,26.95,21.65,19.3,26.35,29,34.75,38.45,52.3,61,99.3,60.3,39.9,42.55,38.75,23.65,10.75,0
21,평일,2,210,뚝섬,외선,12.55,25.25,47.1,32.2,24.7,28.6,25.15,31.2,30.55,31.5,36.35,41.2,65.15,57.35,45.4,37.75,43.45,24.7,10.65,3.5
22,평일,2,209,한양대,외선,11.75,25.6,46.45,29.35,23.45,26.05,24.85,31.9,31.8,34.05,42.25,47.9,67.9,63.45,48.75,41.45,47.9,28.8,12.4,3.5
23,평일,2,208,왕십리,외선,18.3,39.1,74.45,50.9,35.55,36.75,33.2,41.95,40.25,41,49.5,56,76.4,73.75,54.95,47.2,53.25,34.9,16.2,4.3
24,평일,2,207,상왕십리,외선,19.9,41.9,79.05,55.3,37.1,37.85,33.85,42.75,40.55,40.7,49,55.65,73.6,74.35,52.95,48.05,51.5,34.05,15.85,3.8
25,평일,2,206,신당,외선,22.3,41.85,84.55,58.6,37.05,38.05,34.1,43.3,39.45,39.75,47.05,55.8,70.25,68.35,52,46.85,50.15,35,14.7,6
26,평일,2,205,동대문역사문화공원,외선,22.7,41.75,88.3,61.2,37.3,33.5,32.8,39.15,33.8,35.7,40.3,47.7,59.6,53.7,39.3,36.85,41.35,29,13.05,5.4
27,평일,2,204,을지로4가,외선,21.4,35.1,80.1,59.5,35.75,31.05,31.95,35.85,33.5,34.4,40.85,47.7,61.6,54.55,39.45,36.85,40.95,28.4,13.8,5.1
28,평일,2,203,을지로3가,외선,19.9,30.15,72.5,58.1,36.25,32.2,33.9,38,36.05,37.1,43.85,50.65,71.6,60.1,41.6,39.55,46.2,30.35,15.4,5.7
29,평일,2,202,을지로입구,외선,15.4,23.35,53,40.05,29.65,28.3,32.45,36.9,35,38.35,46.55,54.1,85.45,70.15,51.95,47.75,55.45,37.9,17.25,8.3
30,평일,2,201,시청,외선,13.85,19.75,42.4,30.85,27.7,28.45,33.25,38.65,36.25,40.4,50.1,58.55,92.2,83.25,52.4,56.15,60.15,40.2,18.1,8.4
31,평일,2,243,충정로,외선,13.75,17.65,37.3,28.35,25.45,27.6,32.75,37.45,35.3,39.8,51.15,58.35,90.6,83.45,51.4,59.25,57.65,39.3,17.55,7.7
32,평일,2,242,아현,외선,14.1,17.7,38.2,29.6,25.95,26.5,33.7,37.1,35.1,39.7,50.65,57.45,85.6,86.35,49.75,57.5,56.05,39.95,18.45,10.2
33,평일,2,241,이대,외선,14.65,18.1,37.25,26.6,23.1,24.25,30.85,36.3,34.65,39.55,51,59.55,83.35,85.8,49.75,57.7,54.25,40.6,17.45,9.4
34,평일,2,240,신촌(지하),외선,15.2,17.6,36.4,23.85,19.8,22.1,29.5,35.5,35.25,41.65,54.1,61.15,84.6,86.15,50.55,63.2,63.3,45.55,18.45,9.6
35,평일,2,239,홍대입구,외선,17.3,22.2,49.4,27.8,17.2,19.95,24.5,30.25,30.05,36.25,47.2,56.85,75.75,76.9,48,64.6,69,52.35,21.1,13.5
36,평일,2,238,합정,외선,27.35,34.2,76.55,41.5,21.6,22.1,27.3,33,32.15,36.85,50.4,59,79.5,83.2,50.6,72.45,74.7,59.65,24.75,13.6
37,평일,2,237,당산,외선,24.6,33.4,76,41.3,22.3,21.25,28.05,30.45,30.65,36.05,46.55,57.2,74.65,82.4,45.9,67.6,68.85,60.15,21.05,11.7
38,평일,2,236,영등포구청,외선,28.55,40.2,80.6,46.25,24.15,23.45,30.6,31.8,31.95,37.65,48.2,59.5,81,83.15,44.6,65.4,63.9,56.85,19.1,9.8
39,평일,2,235,문래,외선,29.95,41.95,76.85,41.95,23.1,23.2,30.75,32,32.2,38.05,48.65,60.9,85.2,83.15,46.9,66.35,63.95,60.65,20.2,9.4
40,평일,2,234,신도림,외선,25.75,38.9,59.3,59.45,31.45,25.5,33.45,34.25,31.8,34.9,42.25,43.65,61.75,66.3,35.15,47.65,45.8,45.5,17.9,9.1
41,평일,2,233,대림,외선,29.65,44.4,64.65,70.5,42.6,32.3,33.1,34.85,30.95,32.9,39,39.55,54.95,65.95,42.2,46.75,47.2,44.35,24.4,20.6
42,평일,2,232,구로디지털단지,외선,35.1,46.35,60.65,63.7,39.65,31.3,32.3,32.35,28.35,30.95,35.15,36.95,53.8,60.1,36.4,41.85,39.6,37.85,22.65,16.4
43,평일,2,231,신대방,외선,42.15,48.6,67.6,72.4,41.45,34.45,33.05,32.75,29.15,29.8,32.15,35.45,48.45,53.2,32.95,35.65,34.5,33.8,20.15,13.6
44,평일,2,230,신림,외선,54.8,62.25,89.05,96.45,50.95,42.75,40.4,37.7,34,32.1,34.45,36.05,44.55,45.25,31.4,31.05,28.85,26.7,14.85,8.8
45,평일,2,229,봉천,외선,60.6,66.9,97.75,104.6,53.85,45.3,42,39.3,35.2,32.5,34.5,35.6,43.05,42.35,28.8,29.45,26.95,24.3,13.2,6.7
46,평일,2,228,서울대입구,외선,64.35,74.9,111.85,118.4,59.85,50.75,46.5,43.5,39,35.25,38.25,38.75,46.1,42.5,28.85,31.55,29.45,26.05,12.9,8
47,평일,2,227,낙성대,외선,68.25,81.55,119.6,127.35,63.5,53.9,48.2,44.95,40.5,36.7,39.1,39.9,46.95,42.15,28.35,30.3,28.95,26.05,12.4,6.8
48,평일,2,226,사당,외선,71.8,84.9,127.65,147.1,73.3,62.8,51.4,48.9,46,40.3,39.7,41.05,46.7,43.1,28.4,29.7,28.85,25.65,12.5,5.9
49,평일,2,225,방배,외선,70.3,84.3,122.95,137.9,81.2,58.5,50,48.65,46.6,41.15,41,42.9,48.3,44.8,29.6,28.85,31.25,23.95,12,7.4
50,평일,2,224,서초,외선,65.55,80.1,118.05,130.4,81.05,57.95,50.3,47.4,51.35,44.6,42.05,47.65,54.75,48.5,32.15,31.1,33.15,24.25,13.1,7.2
51,평일,2,223,교대,외선,59.95,73.3,109.25,119.35,78.05,58.7,49.05,48,51.55,46.35,44.4,49.85,60.6,50.95,35.3,32.35,37.45,24.65,12.8,6.9
52,평일,2,222,강남,외선,48.1,56.75,92.9,98.9,65.85,51.05,46.15,45.7,48.1,44.85,44.15,53.8,68.25,56,40.4,40.05,52.45,30.2,14.7,6.6
53,평일,2,221,역삼,외선,41.8,45.1,70.15,71.45,46.35,42.85,41.3,42.25,45.75,45.3,48.5,58.8,85.25,68.1,46.7,46.55,59,32.25,16.45,6
54,평일,2,220,선릉,외선,27.4,30.65,47.3,48,30.95,31.6,32.05,32.95,35.5,37.35,42.1,53.05,79.9,65.75,41.85,41.6,54.65,30.2,14.35,5
55,평일,2,219,삼성,외선,14.85,19.55,27.75,22.9,16.65,22.6,26.95,28,32.35,37.15,44.35,60.75,92.25,76.45,49.65,48.75,64.2,32.8,14.85,7.9
56,평일,2,218,종합운동장,외선,13.85,19.6,27.9,23.45,16.85,23.65,25.85,28.3,32.45,37.35,45.15,59,81.35,77.75,48.2,45.7,62.25,32.35,17.45,8.7
57,평일,2,217,잠실새내,외선,16.65,21.1,33.1,26.25,19.25,24.05,26.95,29.4,32.2,36.6,44.7,58.4,77.95,75.7,45.75,45.4,62.55,32.45,17.05,7.9
58,평일,2,216,잠실,외선,18.45,24.95,40.05,25.25,18.7,23.1,23.75,26.95,28.6,30.25,36.95,45.65,58.25,54.45,36.95,35.15,48.3,22.5,11,6
59,평일,2,215,잠실나루,외선,17.2,25.25,41.85,26.95,18.7,24,23.85,26.9,28.35,30.75,37.4,46.65,59.3,53.25,35.2,33.55,46.45,21.4,10.35,5.5
60,평일,2,214,강변,외선,17,28.05,48.05,31.35,20.85,26.1,24.4,28.05,28.15,30.1,36.15,45.5,56.35,51.35,33.7,32,43.55,20.1,10.8,4.8
61,평일,2,213,구의,외선,22.75,32.5,57.6,36.4,22.55,28.75,25.85,29.7,29.3,30.3,36.5,46.2,54.8,48.2,31.3,29.65,38.85,20.95,9.8,3.5
62,평일,2,212,건대입구,외선,28.4,34.75,70.15,48.5,28.3,30.6,28.8,32.55,31.1,30.4,35.45,43.75,48.2,40.4,25.3,26.1,34.85,20.45,9.05,3.7
63,평일,2,211,성수,외선,12.65,27,51.1,37.3,28.3,29.8,25.4,31.15,29.65,29.9,33.95,37.2,55,50.3,39.7,33.15,38.7,22.85,10.3,3.6
64,평일,2,9002,성수,외선,3.25,6.15,13.1,12.6,10.15,9.55,9.15,11.1,12.1,15.7,19.05,29.5,57.1,42.15,28.55,24.7,23.15,14.85,6.5,3.9
65,평일,2,244,용답,외선,2.45,6.35,13.4,12.8,10.1,9.5,9.2,11.5,11.8,14.3,18.05,28.5,51.35,36.65,24.4,20.75,18.7,11.75,4.8,2.5
66,평일,2,245,신답,외선,2.55,6.7,14.6,13.75,10.2,9.7,9.1,11.6,11.6,12.5,16.6,26,41.3,35.15,21.4,18.3,15.5,10.05,3.95,2
67,평일,2,250,용두,외선,2.4,6.15,13.2,12.15,8.6,7.7,7.75,10.1,9.9,10.8,14.3,22.25,37.2,29.9,18.2,15.75,13.55,8.95,3.1,1.3
68,평일,2,246,신설동,외선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,평일,2,260,까치산,외선,12.7,28.7,58.4,34,15.8,11.4,11.55,11.15,10.65,11.3,14.75,20.9,31.45,25.15,12.5,10.95,8.8,6.95,1.85,0.6
70,평일,2,249,신정네거리,외선,24.05,47.85,87.85,53.25,24.45,17.65,16.95,15.8,13.6,13.15,16.05,22.1,31.4,22.4,12.1,10.65,8.6,6.7,1.8,0.4
71,평일,2,248,양천구청,외선,30.55,64,112.1,75.15,35.6,23.4,20.8,19.35,16.55,14.6,17.25,22.4,31.9,26.35,14,10.75,9.15,7.3,2.65,0.6
72,평일,2,247,도림천,외선,30.8,64.75,112.5,75.15,35.85,23.95,21.2,20.1,17.05,15.5,18.2,23.2,32.6,26.65,14.1,10.9,9.25,7.25,2.55,0.7
73,평일,2,9003,신도림,외선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,평일,2,210,뚝섬,내선,19.55,22.85,43.3,42.7,27.6,28.55,33.55,36.75,35.85,38.25,41.4,58,57.3,46.15,22.55,21.05,30.05,24.6,16.35,4.6
75,평일,2,209,한양대,내선,20.95,25.8,52.1,52,34.8,32.85,36.25,39.1,37.8,39.25,41.8,57,53.05,43.25,21.5,20.25,27,22.9,15.75,5.7
76,평일,2,208,왕십리,내선,22.05,27.5,59,60.35,42.55,37.8,38.8,45.7,39.35,41.1,39.55,53.1,52.4,42.35,19.35,20.5,26.6,22.8,15.75,5.8
77,평일,2,207,상왕십리,내선,26,34.7,69.5,64.8,44.5,42.05,48.1,50.85,47.35,52.75,52.1,76.05,79.8,62.25,29.35,31.95,40.25,36.15,22.15,7
78,평일,2,206,신당,내선,24.35,33.05,68.05,62,43.5,42.5,48,50.65,47.6,53.35,52.7,75.75,84.4,63.15,30.95,32.85,42.3,38.2,23.85,7.8
79,평일,2,205,동대문역사문화공원,내선,23.35,33.15,63.15,55.7,41.55,41.8,46.95,50.2,47.95,51.1,52.4,74.7,86.45,66.3,32.5,36.85,44.2,38.5,22.75,8
80,평일,2,204,을지로4가,내선,16.8,24.05,48.1,42.35,32.55,34.5,38.8,41.2,42.1,46.7,47.3,67.55,82.95,65.75,34.75,39.9,46.25,41.25,25.25,8.7
81,평일,2,203,을지로3가,내선,17.65,25.3,53.15,42.85,32.35,34.05,37.85,39.8,40.05,43.95,44.5,62.95,77.2,57.2,33.95,38.35,44.95,39.2,25.55,5.3
82,평일,2,202,을지로입구,내선,17.45,26.85,58.65,49.7,33.4,36.85,37.2,41,41.4,44.75,45.8,62.75,75.7,57.7,34.05,38.85,44.9,37.85,24.85,5.5
83,평일,2,201,시청,내선,23.1,36.45,81.8,67.7,40.75,41.2,38.3,41.9,40.8,41.6,41.95,56.4,59,45.6,27.65,32.4,39.4,34.05,20.85,4.6
84,평일,2,243,충정로,내선,24.4,41.05,93.3,78.35,42.2,42.6,39.45,42.7,41.2,40.55,40.05,51.85,50.95,39.5,25.4,30.35,37.95,33.65,21.35,4.9
85,평일,2,242,아현,내선,23.65,40.8,96.25,80.5,38.65,42.4,38.4,41.8,40.35,39.25,38.8,49.25,46.05,37.3,24.15,30.35,37.9,33.7,21.45,5.2
86,평일,2,241,이대,내선,23.7,41.8,91.9,76.6,37.75,41.65,37.7,41.1,40.05,39.1,38.5,48.75,46.1,37.8,24.55,30.85,39.05,33.25,21.35,4.1
87,평일,2,240,신촌(지하),내선,23.35,42.05,93.8,76.5,39.7,45,40.7,41,39.1,37.75,37.8,46.1,44.95,35.65,23.85,29.85,38.7,33.5,20.45,5
88,평일,2,239,홍대입구,내선,23.8,42.8,97.3,79.05,43.15,48.05,42.85,42.9,40.15,36.45,36,44.05,44.55,36.8,22.35,27.55,33,29.3,19.35,6.2
89,평일,2,238,합정,내선,26.75,39.55,89.9,78.25,46.55,47.3,43.8,44.45,41.05,36.4,37.1,44.7,50.85,42.7,21.75,22.75,23.75,22.35,13.25,4.5
90,평일,2,237,당산,내선,28.9,42.9,95.6,85.95,50.9,50.25,46.95,48.2,44.85,40.85,44.35,56.2,63.35,57.45,28.4,28.8,28.8,26.75,14.8,5.3
91,평일,2,236,영등포구청,내선,30.15,42.15,98.1,82.9,47.75,46,43.15,44.75,42.75,38.9,43.05,53.5,59.8,56.95,28.05,28.55,30.3,27.85,15.15,5.8
92,평일,2,235,문래,내선,29.85,42.1,100.2,87.3,49.75,44,40.8,47.5,42.6,40.3,45.45,54.65,59.55,59.3,29.9,31.15,31.45,31.35,16.8,6.4
93,평일,2,234,신도림,내선,30,43.85,106.45,87.7,42,37.55,37.35,47.25,42.55,39.95,45.15,51,58.8,55.1,27.05,25.1,31.1,19.25,12.05,6.7
94,평일,2,233,대림,내선,70.4,40.3,77.95,57.75,29.9,31.15,34.15,43.5,39.7,42.35,52.4,66.45,84.1,65.75,35.35,34.55,44.1,27.95,13.5,7.2
95,평일,2,232,구로디지털단지,내선,48.05,35.45,69.85,49.55,27.7,28,31.75,41.25,39.05,42.4,53.55,68.9,87,68.55,38.4,39.45,50.2,32.5,14.55,8.2
96,평일,2,231,신대방,내선,33.5,28.9,61.9,50,24.95,25,29.4,35.55,36.95,41.35,50,61.2,77.6,64.2,37.2,40.85,52.75,33.5,16,9.8
97,평일,2,230,신림,내선,24.6,25.6,53.9,41.7,21.65,23.25,28.55,35.1,35.7,42.85,52.85,63.8,83.4,67.55,38.65,46.05,58.7,37.9,16.95,11
98,평일,2,229,봉천,내선,18.4,24.05,43.4,34.7,20.4,21.2,30,35.7,38.3,48.15,60.55,72.85,100.2,85,50.7,58.7,73.55,49.8,23.2,17.6
99,평일,2,228,서울대입구,내선,15.2,22.05,39,30.9,19.35,20.4,29.9,35.45,38.85,50.05,63.15,76.15,105.95,92.5,55.75,62.65,79.25,53.1,25.55,19.7
100,평일,2,227,낙성대,내선,17.9,21.7,37.5,32.05,22.2,22.8,33.1,37.55,41.75,54.5,71.05,83.7,114.35,106.55,61.95,69.85,90.45,60.7,25.65,17.9
101,평일,2,226,사당,내선,16.65,21.1,36.15,30.75,23.9,22.3,33.3,38.75,42.85,58.7,72.65,88.3,121.9,112.5,68.2,73.55,96.5,65.2,28.25,20.5
102,평일,2,225,방배,내선,16.9,22.15,35.55,27.9,22.95,25.1,37.15,40.85,47.05,66.55,83.8,102.05,141.2,120.15,73.8,78.65,99.7,60.3,26.45,12.4
103,평일,2,224,서초,내선,16.9,22.05,35.95,30.25,24.65,26.15,37.6,41.1,46.35,64.05,80.9,101.25,138.2,113.65,73.55,77.05,98.95,58.7,24.4,12.5
104,평일,2,223,교대,내선,18.2,23.25,41.1,37.45,29.35,28.6,38.95,42.2,46.3,62.4,78.35,97.65,132.2,111.55,71.9,75.2,98.35,58,24.5,12.4
105,평일,2,222,강남,내선,18.6,23.65,41.25,39.25,30.95,30.95,40.5,43.95,49.1,61.15,78.95,100.9,126.25,100.75,65.35,71.5,89.45,50.9,22.8,11.1
106,평일,2,221,역삼,내선,19.9,27.8,50.9,53.15,39.45,32.05,37.8,42.15,47.2,54.95,71.6,92.6,115.15,88.1,53.75,56.05,67.85,37.55,16.5,8.3
107,평일,2,220,선릉,내선,20.85,33.65,69.8,77.05,53,35.5,38.6,43.45,46.4,51.05,62.95,77.15,91.4,69.4,43.9,46.15,56.9,30.9,14.25,7.7
108,평일,2,219,삼성,내선,19.1,32.3,68.1,73,48.2,29.75,31.7,33.1,35.2,37.45,45.65,54.55,63.45,47.7,31.2,33.1,40.7,20.95,9.75,3.4
109,평일,2,218,종합운동장,내선,25.95,38.25,82.45,91.65,58.85,32.9,31.4,31.7,32.4,30.8,35.3,38.8,36.8,31.2,20,22.1,26.7,15.45,8.5,2.5
110,평일,2,217,잠실새내,내선,25.45,38.1,80.4,86.2,54.65,31.25,31.2,34.4,29.2,31.05,35,38.2,36.5,32.6,20.7,22.9,27.1,14.85,8.7,2.8
111,평일,2,216,잠실,내선,24.35,36.3,76.75,80.5,52.65,30.95,31.3,35.6,31.55,32.45,37.2,41.95,38.85,35.8,22.9,23.95,28.6,15.95,9.85,4.2
112,평일,2,215,잠실나루,내선,16.5,22.65,51.2,54.65,38.05,26.65,27.4,30.8,28.9,30.45,35.4,38.7,38,38.15,21.95,23.25,26.9,19.5,13.55,7.7
113,평일,2,214,강변,내선,17.65,22.7,52.4,52.75,37.3,25.85,26.95,30.85,28.75,29.65,34.05,37.2,38.2,40,22.9,24.8,27.7,21.2,14.7,9
114,평일,2,213,구의,내선,16.4,19.9,46.8,47.35,34.45,24.7,27,29.35,29.8,31.95,34.9,38.45,42.7,40.55,24.3,27.2,29.45,22.35,14.85,9.3
115,평일,2,212,건대입구,내선,13.85,19.05,44.3,42.55,31.55,24.35,27.3,29.9,31.25,33.6,36.75,40.4,47.2,45.2,27.85,30.95,33.75,26,17.65,11.6
116,평일,2,211,성수,내선,9.95,14.3,33.45,30.35,27.3,21.85,26.85,30.5,31.8,36.2,41,45.85,58.15,58.35,34.35,37.85,40.3,28.9,19.4,12.8
117,평일,2,9002,성수,내선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,평일,2,244,용답,내선,17.3,21.45,59,62.45,25.65,16.4,14.4,16.15,15.65,14.8,15.45,21,21.4,10.5,7.2,5.3,4.6,2.35,1.4,0.3
119,평일,2,245,신답,내선,13.7,19.05,50.35,50.8,25.05,15.25,13.6,15.7,15.1,14.35,14.05,19.05,20.9,10.55,6.95,5.55,5.2,2.85,1.8,0.4
120,평일,2,250,용두,내선,11.85,16.5,43.55,44.1,20.8,13.7,13,15.25,14.75,14.15,14.65,19.3,21.2,11,7.25,5.55,5.6,3.1,1.9,0.6
121,평일,2,246,신설동,내선,9.9,14.25,38.3,38.2,18.55,11.9,11.9,13.4,12.85,11.6,12.5,16.85,17.75,9.15,6.55,5.3,5.6,3.15,1.9,0.6
122,평일,2,260,까치산,내선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,평일,2,249,신정네거리,내선,8.85,14.35,31.85,19.4,10.7,8.8,9.3,10.35,10.4,11.2,15.2,20.9,38.45,43.05,21.55,15.4,14.1,12.5,6.9,2
124,평일,2,248,양천구청,내선,7.55,12.8,29,18.95,11.65,9.9,11,12.8,14.05,16.2,23.15,33,60.3,71.2,36.7,25.85,24.8,22.95,12.05,2.7
125,평일,2,247,도림천,내선,7.5,12.8,28,19.65,12.35,10.6,12.2,14.9,16.9,19.9,29.15,40.9,74.4,91.6,47.3,34.05,33.1,29.45,14.4,4.2
126,평일,2,9003,신도림,내선,7.45,12.8,29.7,20.35,12.1,10.75,12.7,15.35,17.3,20.35,29.4,45.15,81.9,86.05,44.85,34.65,33.8,30.2,14.9,4.4
127,평일,3,309,지축,상선,14.3,14.2,19.7,15.7,13.9,15.5,17.5,21.65,23.05,31.65,33.7,47.2,87.25,91.9,50.15,46.05,35.6,35.8,30.9,0
128,평일,3,310,구파발,상선,12.7,7.9,13,7.9,8.85,9.15,11.65,22.1,15.6,25.2,35,38.05,57.15,51.7,31.55,27.25,24.55,24.4,9.05,0
129,평일,3,311,연신내,상선,14.5,10.1,15.85,9.95,11.15,11.85,16.85,24.5,22.25,30.3,40.85,46.85,67.95,63.05,38.9,33.4,30.75,30.05,12.45,4.3
130,평일,3,312,불광,상선,13.7,11.1,17.5,11.5,13.35,14.35,20,29.1,26.6,37.6,50.75,60,87.25,81.15,49.95,42.35,40.1,36.95,17.4,7.6
131,평일,3,313,녹번,상선,12.65,10.25,15.35,11.25,12.9,13.55,19.75,28.75,26.2,39.7,50.65,60.55,89,81.75,50.6,43.5,41.15,38.3,18.7,8.8
132,평일,3,314,홍제,상선,11.7,9.7,14.55,11.15,12.6,13.75,20.3,29.6,27.4,42.5,54.5,71.8,99.65,89.5,57.9,49.45,45.05,43.2,21.45,10.7
133,평일,3,315,무악재,상선,10.9,9.8,14.15,11.5,13.75,14.65,21.45,30.9,29.1,46.55,58.1,77,107.4,95.5,62.05,54.2,50.5,44.95,21.5,10.6
134,평일,3,316,독립문,상선,10.55,9.7,13.85,12.2,13.55,14.85,21.65,31.45,29.75,50.6,58.6,78.65,109.4,97.9,63.75,55.8,51.5,46.25,21.05,11.1
135,평일,3,317,경복궁,상선,10.55,10.45,14.7,12.6,13.85,15.65,23.05,32.2,30.15,51.4,58.65,85.15,112.35,96.25,65.65,55.75,52.5,47.55,21.75,6.8
136,평일,3,318,안국,상선,11.75,13.2,23.45,27.1,25.35,25.1,31.7,41.85,35.6,55.85,61.1,84.25,112.45,98.75,62.95,53.1,51.35,47.45,22.15,7.1
137,평일,3,319,종로3가,상선,13.2,22.2,37.7,40.6,33.15,35.15,40.9,52.1,42.8,61.2,62,82.6,106.45,95.75,60.5,51.15,49.6,45.7,20.4,7.4
138,평일,3,320,을지로3가,상선,8.3,17.5,31.8,35.35,28.05,31.35,35.9,44.6,35.85,51.1,50.15,65.75,87.8,77.8,49.2,41,40.3,35.25,16.15,6.1
139,평일,3,321,충무로,상선,8.25,17.35,37.55,40,27.75,30.8,35.05,42.1,34.7,49.65,46.2,59.5,74.75,68.25,42.65,35.1,34.85,29.95,13.75,5.6
140,평일,3,322,동대입구,상선,8.15,16.95,39.95,41.05,28.05,32.7,38.7,44.65,36.95,53.05,49.7,65.65,79.65,77.05,49.85,39.05,37.25,32.55,13.6,5.2
141,평일,3,323,약수,상선,8.2,18.15,41.8,44.95,30.8,34.05,40.15,43.7,36.1,50.15,47.45,61.75,75.4,74.9,46.1,34.85,33.05,31.2,13.35,5.4
142,평일,3,324,금호,상선,9.1,18,43.65,46,34,37.95,42.95,48.25,39.55,55.1,52.25,70.7,89.6,87.55,54,40.45,39.45,34.5,16.35,6.4
143,평일,3,325,옥수,상선,8.1,17,42.5,42.4,32.4,37.45,43.4,46.6,39.9,56.5,53.1,71.65,91.25,89.5,55.15,41.5,40.75,35.6,15.35,4.1
144,평일,3,326,압구정,상선,7.9,17.45,42.45,40.7,32.8,38.75,45.4,49.7,43.3,63.9,58.75,81.75,102.85,96.15,60.6,46.75,45.5,39.6,16.5,2.2
145,평일,3,327,신사,상선,8.5,18.95,47.7,50,39.2,43.7,49.4,50.6,43.8,61.3,55.75,79.7,95.5,84.9,52.6,41.05,42.9,32.45,14.4,2.5
146,평일,3,328,잠원,상선,8.95,19.25,45.05,55.05,41.2,39.6,45.05,45.35,39.9,54,47.5,67.5,77.55,65.25,39.85,31.1,31.9,24.6,10.8,2.6
147,평일,3,329,고속터미널,상선,9.55,19.25,44.15,54.5,40.9,39.15,44.65,44.5,40.6,54.55,47.65,67.2,79.3,64.25,39.95,32,32.85,25.5,11.3,3
148,평일,3,330,교대,상선,10.3,23.85,47.1,49.4,36.15,42.7,47.75,48.1,43.2,61.9,54.15,82.3,98.45,77,44.4,36.85,39.75,29.45,12.05,3.1
