사용월,호선명,지하철역,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원
202503,1호선,동대문,11164,1862,9327,6671,17135,11777,22194,20696,21800,22652,19393,24877,20419,29536,24430,29321,27393,27712,30689,26549,30933,26049,30637,25146,29002,24908,26885,25140,20635,24186,18028,17082,15728,16150,12205,15212,6150,10066,1041,3207
202503,1호선,동묘앞,2717,856,3775,5156,9123,10795,14142,23544,12662,19171,14029,25980,19060,35898,27454,38749,36771,43791,42688,37101,40697,30978,39278,23321,36047,17357,25075,13822,12066,10078,6560,7403,5624,7318,4129,6811,1470,4940,151,2079
202503,1호선,서울역,10025,9052,26032,57132,86883,123684,143737,247797,113291,171834,102970,101836,114624,98072,129046,107448,123079,105198,109968,102172,142017,116119,155142,123026,224250,147161,258374,167759,146297,118386,105690,85808,109022,79852,72193,55517,36881,28364,3694,8024
202503,1호선,시청,1997,5455,3779,25804,7720,74701,11314,200167,14188,92108,16166,50716,20929,54949,24735,60274,35057,67318,52476,53296,68946,37916,84969,29936,113670,29450,168241,26375,68103,14680,59765,9747,51204,8940,30091,6282,9895,3996,498,1158
202503,1호선,신설동,9035,2193,9588,8404,22160,25628,33587,54696,22536,32454,21182,23150,22406,20924,25077,20627,26126,21833,25785,20702,27305,22474,31501,24534,44132,27075,54125,32791,22242,24493,15387,18013,13853,17181,9665,14519,4096,9287,461,2796
202503,1호선,제기동,5360,2298,8886,9937,22627,20426,32495,37507,23071,31687,24903,37992,32407,49281,39143,51671,43216,52442,49145,49655,52943,40817,51666,36774,46644,30673,40635,28118,22361,19617,14744,13211,9430,12457,5798,10395,2560,6369,209,1521
202503,1호선,종각,4180,6021,4437,34064,7104,115139,10725,266675,14121,147969,19623,63030,29170,65201,34951,61950,45859,65784,63608,54757,78728,50818,97364,49607,168100,53785,228342,53144,115665,27776,110485,15161,98819,10583,63949,7445,26425,4664,1796,1353
202503,1호선,종로3가,3687,2495,4045,11669,5769,26192,9993,65805,15492,63964,22747,57540,32716,73006,47103,73880,51616,67297,64679,58930,73883,51477,82835,48495,96394,45169,100356,43308,70315,23029,60452,13722,55627,10508,39395,7968,17254,5468,1550,2286
202503,1호선,종로5가,2044,3461,3009,15760,5834,40194,10932,88880,15505,64218,25357,60707,36367,66123,46154,60889,54339,56873,64966,54139,68714,47320,74216,42108,91005,38193,93417,34652,55812,21303,39794,12934,34065,9059,20880,6475,6010,4064,428,1125
202503,1호선,청량리(서울시립대입구),10222,2822,17709,10263,49787,17258,59152,41097,38064,38597,34394,40269,41227,49710,47659,51151,51684,53620,55384,55284,59761,53056,60867,52457,56627,54952,49741,62968,29638,41019,22531,26939,17575,25152,11399,21022,4676,12359,369,3757
202503,2호선,강남,7882,11349,17927,55897,41382,155213,64746,308162,55523,327740,57818,158325,74376,108848,91829,106297,108103,121702,120529,111615,143846,104015,170192,116382,250700,149830,316202,185172,219351,111357,171180,63658,192508,52223,165881,41316,75445,23891,12113,6564
202503,2호선,강변(동서울터미널),8920,1615,22114,19830,66385,21428,103554,39459,75578,33405,61859,32188,52397,32796,49863,36734,47516,40585,43698,44643,46385,53178,49403,58501,54159,70347,55802,93686,38210,66379,30016,46549,23865,38521,14799,32851,5673,18156,740,4373
202503,2호선,건대입구,14917,1875,21625,14423,54693,23980,92964,63879,66844,50157,44473,49237,42791,52872,50095,57139,54170,63321,57600,64598,62967,71948,71758,85084,83960,114412,93806,161166,72720,110961,75616,71629,81308,65673,82899,56989,50025,33443,7608,11526
202503,2호선,교대(법원.검찰청),2818,6492,10801,27223,25878,56803,37749,158123,30704,132551,28291,72116,33988,62819,37109,57543,45619,61080,53266,53226,57669,50140,61092,52282,96398,68713,132940,72772,64427,42831,56434,27892,54101,25447,40704,23671,16412,12720,2975,3610
202503,2호선,구로디지털단지,39387,4854,53480,19566,140436,80695,186124,218242,117324,136480,73999,58983,67479,47661,74619,52330,73482,66687,66212,64759,71916,72361,87630,87361,136682,114115,199860,166473,100841,132798,65385,91231,54041,90951,41511,84556,19018,49478,3392,13433
202503,2호선,구의(광진구청),13176,1370,26878,17874,71861,17992,117918,41214,74760,23232,42448,22396,35146,22435,36805,25996,36359,29049,33568,31417,35122,39504,40252,46871,42774,64469,46023,99535,26931,72997,20940,50651,18648,48047,16110,43148,8476,24414,1332,7173
202503,2호선,낙성대(강감찬),11289,2224,26875,9295,86201,21196,123414,44777,81894,36796,47970,30856,41860,26891,44475,29154,44655,31948,39956,34099,40906,40759,42600,47374,49909,65620,55582,103331,32574,86139,26052,59094,23757,57723,18303,55134,9992,33592,1764,9190
202503,2호선,당산,8007,3485,18952,14272,49028,28349,60050,75403,37507,32514,28446,18047,26902,17750,27513,20777,26756,23436,24485,24408,26116,28674,31188,36201,43768,53193,58538,76871,27018,53510,21634,37194,20796,35422,17146,32525,8908,20187,1448,4948
202503,2호선,대림(구로구청),35886,3279,30228,10472,68508,22328,96640,52987,65379,36353,43372,34922,38301,39298,39589,35739,39026,35668,37555,36376,37972,45439,39853,54067,46078,64188,51501,71621,26957,52933,19800,41764,15288,50414,11134,46595,5432,23035,724,5876
202503,2호선,도림천,395,364,1357,939,3671,3897,3764,5353,2327,2262,2046,1613,1673,1292,2165,2032,1815,1573,2064,1844,2702,1782,3242,2196,3028,2756,3839,3496,1606,2903,968,2097,899,1707,540,1395,184,1011,31,316
202503,2호선,동대문역사문화공원(DDP),5007,1198,4305,8689,7200,23579,13921,46585,17212,32917,19278,33130,21025,33054,24115,33612,26291,33373,30082,34181,37569,33544,42720,32749,49579,35274,49752,40406,34490,37024,27915,27684,26440,22185,20634,18476,11062,11247,2173,3557
202503,2호선,뚝섬,3194,2213,9144,17109,19884,41457,27254,140109,17681,98845,16673,47467,20003,41026,24935,41458,29587,44607,36477,40899,45420,40817,57055,40844,88774,45325,139404,53228,75388,30635,54591,17727,47823,14561,28869,12864,11003,8148,1406,2507
202503,2호선,문래,4404,2614,15064,10532,45532,39773,51328,136368,29322,65584,22801,29032,23007,25091,27350,28608,28652,31011,29628,29863,31948,32274,39500,36628,67311,45408,115320,67179,44414,44606,32142,25012,33644,22459,28658,19382,13539,11249,2131,3594
202503,2호선,방배,2528,3324,9126,13198,23055,28061,31629,82704,25027,68312,20895,37986,22927,29491,26017,30733,29674,26318,33923,26201,38922,25852,48028,26774,56948,33732,67276,38319,33617,26216,25713,18026,24456,16987,18702,16732,7586,9278,1487,2662
202503,2호선,봉천,15096,1267,28706,6448,84558,14430,122852,29462,76288,22375,45083,20813,38557,24423,39950,26070,38677,28157,35799,32195,32844,41184,34235,46079,35431,60494,34839,93139,22375,76083,18238,49502,15616,46917,11784,42971,5131,25168,881,8002
202503,2호선,사당,12717,4240,31689,34193,82969,51088,105520,74442,80845,58249,55542,51916,52802,66470,58456,65269,63409,58918,70606,59294,72714,72238,74455,96357,88212,140558,106735,186205,76882,124570,74278,79501,79819,72865,74018,65938,39723,39899,6445,11387
202503,2호선,삼성(무역센터),4647,5644,7370,49188,15123,144070,21127,322970,21407,253608,24931,125599,38451,89117,49840,80969,65837,87502,82260,77063,106804,65110,138392,62434,230925,64452,293952,62402,157445,35241,125496,20234,103296,15847,67098,12189,18368,6897,2216,4013
202503,2호선,상왕십리,5860,728,14355,6375,43632,11832,67490,31729,38362,18545,24974,15138,22027,13723,23780,15389,22501,17657,20400,19057,21163,23718,23130,28555,26304,38113,27424,57337,19648,38717,13049,27104,11622,25107,7757,22693,3082,13444,442,4120
202503,2호선,서울대입구(관악구청),26162,2435,44218,14509,128395,29639,175799,76075,121536,68044,72868,60025,64321,50028,71966,53415,78449,59290,68481,60173,73454,69670,80019,81315,91887,111384,96744,174612,60693,141864,53051,91463,55049,88321,48078,85228,26022,50041,4546,19292
202503,2호선,서초,1703,4610,9176,24706,19344,53796,29800,114471,28536,92701,22893,47137,30573,37745,28376,29027,38528,29876,39180,28832,46911,24042,52836,26825,75187,29062,94516,28713,46440,20316,32870,13182,31526,11875,17921,11423,5947,6488,1035,1608
202503,2호선,선릉,4662,5959,11756,43110,24328,124793,37494,276573,36159,218392,39519,106047,50356,69961,61597,66745,70816,78302,82043,62313,106592,56240,135691,55816,209996,61824,287809,63497,151078,41789,99956,26718,92033,23595,74070,19914,26641,12159,4200,4695
202503,2호선,성수,4899,4659,8349,35989,21935,75165,28728,253223,24718,167871,23844,108953,30212,101669,42659,103584,57273,109271,73098,107828,93728,107042,122074,97379,177708,94213,278649,89762,157190,51561,122241,26735,102998,19456,66543,15422,24143,11438,3154,5982
202503,2호선,시청,1079,2010,2293,20993,5433,73692,9438,226007,14962,94253,20579,32136,25633,30428,25258,32854,32080,37459,42641,32126,52189,26423,63831,22598,114112,24518,173725,24095,67873,13952,51700,9342,45320,8763,26434,7022,9801,4480,1242,1396
202503,2호선,신답,1185,71,2079,1017,6136,940,10699,1669,4339,1034,2911,1063,2485,1262,2321,1507,2351,1620,2172,2040,1987,2931,2246,3718,2388,4909,2118,9572,1143,6764,697,3603,544,3927,370,3155,197,1937,41,491
202503,2호선,신당,5592,1191,10837,7580,30641,15826,53535,30753,30571,22486,21705,19466,20773,22392,23700,22834,24977,23756,24562,25287,26864,28114,28911,32905,31682,41871,34689,58894,24894,40923,19743,26344,19268,23420,16763,21056,8258,12249,1501,3795
202503,2호선,신대방,23578,1878,35447,9233,91539,14349,130915,24866,83301,18692,48025,18429,39405,20016,39482,22571,38226,26809,32485,30642,31387,41081,33258,48489,34160,63786,32166,93076,21001,81233,16158,57435,13169,60488,10220,55256,4908,32583,904,9211
202503,2호선,신도림,35916,5320,55605,20144,146160,44568,152915,108936,96866,78556,67869,67985,67156,72418,77142,72291,80836,77288,82861,74629,88447,84705,93092,98583,114671,125172,130305,180346,81225,126876,71727,80200,60120,75634,47593,70260,22557,48372,2617,21692
202503,2호선,신림,35753,3696,67749,18253,182846,29808,268094,45601,166733,46082,97134,43570,80420,47232,86629,52957,80972,61452,75094,68035,72373,85691,78267,104194,81546,142006,83117,224519,58461,197148,49455,133239,46449,126056,39038,117067,21888,72829,4502,23433
202503,2호선,신설동,1053,295,1492,2034,5454,5367,9862,13994,6245,9897,6022,9332,6843,8184,8562,8267,9006,8844,9917,7231,10216,6589,10604,5926,12722,6535,13942,8296,5287,6001,3084,4691,2830,4263,1900,3883,886,2515,124,859
202503,2호선,신정네거리,8660,802,18761,2347,51450,4490,46357,11652,26578,8899,19265,8290,17582,8675,17884,10493,16223,12400,13399,14239,12277,18733,13265,24708,12856,33257,11968,50072,7923,37684,5843,21445,4682,20082,3701,17760,1673,10506,355,3198
202503,2호선,신촌,7083,2640,14525,16475,36143,36159,54014,92868,41277,101463,41648,78731,49091,70612,61438,72636,66980,79825,71283,70476,80660,67881,97581,75653,113936,98621,111192,127564,81846,87193,83848,52797,90330,47072,89038,40564,43200,25842,6870,7176
202503,2호선,아현,4562,1019,11256,5066,30640,11821,43604,21965,26231,15093,19375,13451,18074,11162,19846,13434,19236,14781,17254,15952,19347,18362,22519,20891,21731,26763,21990,36056,13764,27802,10062,19516,8085,18845,5760,16244,2384,9014,323,2626
202503,2호선,양천구청,4894,935,12148,2871,33745,5406,30783,8613,18466,5562,13059,4557,11972,5499,11937,7075,10381,8565,8363,9350,8832,12321,9409,15387,9379,21224,9036,30895,4468,25704,3090,15159,2571,14307,2186,11181,745,8348,147,2534
202503,2호선,역삼,3774,5809,9081,45324,16824,155300,26870,364327,25756,303633,26850,124733,34759,68234,42505,61954,51592,68007,60968,53621,80038,46604,103424,45005,219799,53636,271096,60112,157387,38532,91635,24851,85402,20920,54877,17084,21162,10882,3568,3082
202503,2호선,영등포구청,5138,3235,13433,14689,41171,40044,52371,123559,32700,55236,25016,30609,26448,28072,29902,28428,31499,31716,31963,29637,36264,30953,41301,35634,61056,43134,101521,61706,40197,41873,32478,26833,28013,24163,20761,21302,9482,13810,1675,4886
202503,2호선,왕십리(성동구청),6118,955,9615,9095,26102,14435,45381,28685,27657,22103,20643,17808,20554,18662,24670,20703,25230,22380,25111,22993,28933,25455,34654,29826,38347,41586,38345,60673,26675,38333,25649,25825,28434,22946,29320,21003,17548,14874,3260,5066
202503,2호선,용답,2132,342,3630,1321,8473,1981,13926,3996,8049,6174,5980,3879,5264,3349,5771,3875,5657,4732,5485,4616,6010,5585,7334,6793,6701,7952,4917,11926,3009,8082,2104,5920,1646,6983,1161,6371,538,3696,125,1100
202503,2호선,용두(동대문구청),1022,86,1901,926,5674,2712,9074,5450,5631,3459,4646,4969,4457,3892,4876,3858,4883,4876,5393,4906,6254,5220,5793,5315,5380,5959,5961,9003,2925,6261,1942,4016,1680,3728,930,2551,402,1660,69,576
202503,2호선,을지로3가,1250,1889,2832,20790,7018,72220,14792,166757,20870,69983,25497,35974,27009,31485,28593,30299,31151,33476,37776,30760,40712,30988,52443,35798,94012,42169,138190,47253,61108,31372,48655,19632,50840,16204,41858,14181,22956,9078,3583,2296
202503,2호선,을지로4가,1194,1096,2357,13790,6455,34507,13335,75368,16017,39025,19734,26500,21630,26432,21667,24342,24455,24308,27739,23249,30330,21982,36821,21740,61533,22285,69228,22381,31248,15945,20131,12265,16861,11480,11423,10926,5775,7205,950,1749
202503,2호선,을지로입구,2496,3027,4536,31591,11253,127945,19753,332467,31623,170030,38599,92514,46120,78247,51466,70752,62397,73748,75633,69774,91189,67303,108095,70000,180383,79382,279333,79023,142302,53227,137679,36437,94189,29305,71679,22410,29052,12398,3528,4656
202503,2호선,이대,3367,903,9672,6594,27961,16675,39285,50744,25476,59124,22330,48329,24092,31600,31716,37953,32636,39664,32456,29705,42247,31745,45289,33469,56767,41655,53816,52239,32188,37883,28503,26888,28256,26489,20363,25298,7624,16912,970,4789
202503,2호선,잠실(송파구청),13326,4718,52113,36393,122169,82230,172313,170194,128028,155083,91350,123521,92328,123976,102378,121658,112208,130363,119801,128769,138663,142673,166596,160961,203788,195718,239224,247471,172547,166502,164120,109441,151303,97898,103842,85973,33009,47813,4606,10149
202503,2호선,잠실나루,3390,3283,13263,19670,40205,22543,48558,36662,32998,23141,26096,17934,25185,16124,23329,20026,22155,21049,22627,19743,25518,21340,34471,23795,39221,29618,30477,42452,15062,30838,10723,19513,8068,19112,5564,17689,2609,9678,445,2918
202503,2호선,잠실새내,5762,1048,18864,8918,65424,18409,89014,29732,57784,31349,40096,26085,37499,29025,38900,34141,37472,37190,33933,40047,37234,47873,41352,54404,44245,69965,45565,91681,35144,65353,29753,40347,30192,36079,28923,33070,14772,17866,2212,5290
202503,2호선,종합운동장,1573,1426,6254,17584,18708,23559,23899,27653,24055,16115,15700,18192,15207,21549,21160,37824,19408,40769,16615,20388,29489,23733,44452,31998,37337,47807,20682,52392,15014,21883,37539,12967,46398,12845,6996,10895,1972,5559,372,1698
202503,2호선,충정로(경기대입구),3422,1028,6734,6674,16102,26100,23292,61755,15462,27721,12710,13554,13028,12134,13457,12298,14335,15532,14746,13554,16621,14096,19610,15322,34588,18847,47634,23225,16518,16532,11421,12226,10337,11851,6803,10245,3029,6591,617,1999
202503,2호선,한양대,1053,657,2701,8939,5648,13738,8989,81013,7207,64014,9568,62021,15263,19870,19023,43761,21938,26924,29661,22304,39897,17069,50005,14440,60208,18955,47703,22850,23901,11004,19994,7550,22283,7010,12392,6460,6508,4690,1259,1310
202503,2호선,합정,10471,3194,16570,13107,38878,31582,51667,92655,35570,86639,28766,54738,31609,52151,37298,56453,41927,63280,44885,58839,50199,60676,59843,70220,80111,89181,117776,118353,82006,82283,69081,46410,75815,38546,70593,32540,36814,22455,5817,8611
202503,2호선,홍대입구,25907,3615,30471,16915,60909,42071,81015,116285,65601,157456,62582,126437,70495,146916,83799,169805,99226,186587,111964,178112,136805,179354,170161,192865,197766,218041,222994,256630,191955,185198,191456,115058,215743,94201,205245,73210,103812,50061,12518,19454
202503,3호선,가락시장,3020,790,7554,5692,22027,11634,23247,26582,17785,14334,15409,10922,14932,11741,15178,12599,15122,13203,15356,14093,16266,16574,17234,17587,21198,21375,27352,27201,12558,19177,10325,13374,8894,11097,5995,10699,2434,5586,452,1784
202503,3호선,경복궁(정부서울청사),2602,1904,6583,16839,14706,43699,22193,135948,21569,97942,21685,67764,30082,64599,38752,63755,48383,67727,60341,62804,76168,61218,93102,61447,121175,59538,146954,62274,67150,40469,68745,18383,58317,13807,33169,10976,10708,5957,1154,1567
202503,3호선,경찰병원,3044,278,8217,3321,24486,9968,27008,26219,16937,15223,12857,9147,11487,7475,10825,8596,10810,10365,10722,9343,11360,10244,11385,11472,15710,17134,18853,23053,7892,18507,6453,11737,5031,10037,3514,9013,1004,5392,146,1446
202503,3호선,고속터미널,5425,3893,8211,34102,27039,48898,48434,75420,55915,100545,61244,104996,74056,112589,89532,103942,98558,104539,113875,110747,132013,115814,141606,113567,151820,119085,146589,122448,125098,78241,136834,50672,80859,40004,50201,27259,16703,13026,1678,2327
202503,3호선,교대(법원.검찰청),1965,705,4811,8117,11575,19099,16454,48450,14400,36566,15757,18554,19859,13328,22716,13032,27942,13481,32700,11925,34925,11742,36745,12511,53555,17541,70524,21203,35344,11683,32729,6765,30305,5542,22848,5493,9068,2906,1291,901
202503,3호선,구파발,12425,1691,34804,11100,86062,22148,82635,29359,48317,26939,34620,28171,33134,26577,34807,27470,33275,31515,33122,32629,38438,34523,42597,42069,39816,50999,31858,77443,21364,64437,17093,37938,14984,34658,11754,30843,3243,21887,522,8293
202503,3호선,금호,4156,610,10042,2652,28263,4862,38082,9510,23930,7221,15968,7109,14056,7511,13793,8959,13008,10696,11286,11735,10907,14962,11369,17752,12586,22798,11906,31067,8716,22648,6250,16348,4918,14031,3654,12973,1772,6571,346,1744
202503,3호선,남부터미널(예술의전당),2955,1330,9169,30377,29596,64533,45607,158001,39511,90981,37087,55346,41607,42548,44094,44426,48735,52528,51077,52861,58163,52245,72483,54076,113202,58315,139953,65323,68233,42721,47654,26666,42866,21085,28516,16997,9650,10289,855,2611
202503,3호선,녹번,9832,516,24897,3396,71743,8229,78005,16714,45437,11564,29718,9912,25713,10715,25359,12982,22992,14944,19509,17932,18726,23057,19620,30930,19593,39654,20972,62983,10797,52641,7861,34566,6260,31235,4300,26715,1575,14914,259,4110
202503,3호선,대청,3789,1046,12204,6748,33765,20272,39442,27403,22533,11887,17534,9163,15865,8675,15477,10551,15530,12233,14143,13323,19705,16158,22603,17844,24958,24122,27543,32507,12301,26235,8777,18555,7067,16804,5508,17226,1842,8652,306,2844
202503,3호선,대치,2931,700,13412,8315,32751,18980,31754,29266,20023,19996,16242,14001,15502,13383,18128,18642,18292,22693,17153,19426,18307,25186,20263,30764,33734,37119,29942,36583,18825,26142,13686,15800,17209,14922,40124,12050,3878,7338,353,2366
202503,3호선,도곡,1039,386,4639,5014,12984,16540,16031,22042,10299,17247,8809,8334,8380,8009,8736,7685,9011,8884,9443,8417,11859,9304,13965,9196,17740,11731,18815,14160,9684,11376,7094,7199,6445,6666,4952,5544,1363,3355,177,2010
202503,3호선,독립문,4592,940,6393,6197,16338,15367,19975,22737,16380,21091,14679,20250,15028,14474,18012,15318,17364,16091,18976,15886,21143,15914,21765,16318,21151,17230,19484,18853,9639,15450,7027,11165,5524,9523,3800,8005,1273,4597,185,1998
202503,3호선,동대입구,1454,1115,2827,9165,5116,17346,8504,67418,8295,40894,10399,43392,12278,32434,14087,25497,21178,29687,25053,20014,25154,17239,32486,17455,45046,23099,47316,26368,24582,11344,29006,6642,25055,6375,14971,4627,3952,2969,518,1056
202503,3호선,매봉,1916,743,7354,9733,20169,23815,23309,74795,17531,33745,15866,17626,15569,16539,15953,14176,17507,14356,19701,14317,21349,15602,23684,16640,39157,21576,60634,26137,21617,17272,15622,11285,16878,9488,10109,9082,2948,4779,412,1457
202503,3호선,무악재,1907,128,5508,1340,16264,2947,19365,6097,12210,4167,8841,3829,7914,4105,7485,4506,6610,5380,6312,6197,5727,7679,6067,9418,6964,12415,6911,17144,3674,14248,2593,9440,2103,9037,1306,7211,597,4772,91,1078
202503,3호선,불광,9615,1407,19622,7027,53248,11523,64011,32808,39052,30796,28762,26270,28187,25850,29599,28381,30060,31607,30405,30991,32597,35500,33451,38447,32285,45278,32895,62809,19412,50067,14864,32682,11928,28498,8239,24421,3615,13926,626,4288
202503,3호선,수서,4555,2522,13256,16493,40006,36267,47188,57891,33159,36933,39234,25950,30183,22383,36052,26937,31878,24091,26500,25849,37195,31566,40330,34344,48924,41039,54590,55053,25448,39962,25414,30293,17035,24888,15988,22762,6980,9587,566,3335
202503,3호선,신사,3464,1769,6702,16829,11855,42814,18279,101733,16895,133416,20388,69682,25907,48687,30515,45579,36379,48527,43242,44890,50600,41223,59745,44971,87889,54184,122704,64485,88556,35397,60664,19007,59249,15457,48440,12107,20606,8175,2801,3235
202503,3호선,안국,2364,2094,3507,28141,6953,98759,11570,130695,16969,89708,20061,71988,29369,75094,40770,71236,47387,75838,60732,76410,78543,69668,109303,55556,143506,46958,147803,41913,80270,24817,73851,11821,52389,8677,26718,6706,8448,3912,769,1151
202503,3호선,압구정,3090,2280,8547,24027,16298,48275,25731,136349,21902,146869,27072,80904,32950,67713,40631,53569,46219,54463,56666,51001,64077,48402,74911,50062,96171,57652,127559,58406,91224,34297,74093,18541,51998,14644,35283,12246,11106,6462,1675,2222
202503,3호선,약수,6338,1048,10338,6191,26361,15116,36474,31659,26830,21260,20392,16251,18807,16366,21204,16306,21425,17926,21207,19736,22363,21321,23609,25769,27533,30873,31250,43445,20002,27345,16768,19754,16116,17052,11600,15460,5477,9017,868,3874
202503,3호선,양재(서초구청),5103,3176,14212,40694,38244,110671,49263,227173,34940,122425,33164,57755,36193,49062,41414,46289,47357,49618,52861,44321,62447,46076,78912,48969,134086,68514,189731,80005,90748,52967,68655,34320,60593,30656,38414,26251,13294,12946,1459,3516
202503,3호선,연신내,24886,2182,49352,13257,119769,29210,143947,43244,88784,40027,63081,37612,59683,40236,64447,43563,60721,47639,56149,52336,59383,64698,65560,75258,61856,94781,58561,136286,41144,112874,32668,71441,29227,64689,24000,54160,11878,34659,1878,11087
202503,3호선,오금,4786,18,9625,2431,31017,6251,31766,12532,16875,6406,11026,5358,8658,4690,9352,6066,9001,6894,7751,7206,7396,9684,9431,11185,11717,15663,11705,23566,5076,16408,3855,11454,3106,10067,2561,11555,854,5532,124,2106
202503,3호선,옥수,2846,838,9239,4041,23857,7928,33084,13667,23120,10124,16133,9010,15569,11395,14852,12136,15466,14265,14809,14987,15520,17832,16389,20452,17491,27658,17521,35019,12092,26228,9510,17739,8340,15229,5391,14234,2174,6804,371,1746
202503,3호선,을지로3가,709,1035,2059,9070,4449,35051,8731,76325,11899,31334,12139,16752,12322,15924,12965,15780,15145,17288,17913,15151,20360,15663,24362,18244,45178,22123,68417,25771,29902,15595,22433,8807,23077,6385,18395,5158,9804,3657,1330,820
202503,3호선,일원,2335,1467,9356,11974,27483,35403,26679,26199,19606,19959,19272,17183,18906,13012,19439,15259,17289,16958,19015,16284,24605,15597,30617,15153,37316,18316,19742,24223,10951,19752,7320,13624,5421,12165,4076,13228,1376,5380,161,1684
202503,3호선,잠원,1363,941,4886,9467,13873,6626,19365,9538,12314,6689,9258,4944,8914,5020,8667,5877,8516,7233,7635,7477,9287,8928,13104,8923,12823,12478,10078,15401,6169,11094,4116,7808,3646,7536,2508,8350,806,3882,152,1274
202503,3호선,종로3가,814,952,1339,6806,2141,16113,3563,42568,6120,43210,8875,36972,11566,32069,13877,29433,16587,29251,20191,27220,24211,25600,29869,24051,42526,23255,55141,21972,31775,13112,25590,7856,24922,5820,19238,4291,8385,2783,1019,1134
202503,3호선,지축,3381,568,12175,3934,31989,6416,32782,12141,18415,8485,12589,6531,11234,6980,11883,7701,10606,9689,9959,10069,11256,12052,11566,15960,12718,20863,11634,31747,7968,24888,6699,16840,5378,14484,4466,12180,1865,6769,352,1171
202503,3호선,충무로,0,0,0,0,2,0,1,0,1,0,9,0,8,0,13,0,7,0,9,0,5,0,13,0,17,0,14,0,22,0,3,0,6,0,8,0,5,0,5,0
202503,3호선,학여울,600,213,2107,1796,4859,3463,4800,9246,3870,8028,3184,6485,3871,5345,4902,6098,5400,6968,5665,6037,7306,5449,8455,4522,10423,4783,9402,5032,3279,4076,2101,2900,1833,2510,1297,2186,319,1261,36,456
202503,3호선,홍제,9733,1391,23710,7115,65624,11469,72183,26483,46788,22811,34749,21714,32785,20927,34917,21722,32739,23797,30371,27529,30856,33576,33119,38836,32156,48600,30786,68006,17178,54791,13345,36249,10821,31779,8219,26073,3227,15801,454,3762
202503,4호선,길음,10439,1432,33665,7371,90391,15838,92406,38497,53783,29911,37718,26261,34362,29697,35070,26398,33998,30351,32173,32096,34925,35046,39697,44655,40142,59661,38580,81311,21151,67875,17001,43160,13317,41105,13123,38517,4661,22101,649,5282
202503,4호선,남태령,1034,63,1622,2205,2931,6567,4246,5731,3065,1771,2506,1374,2451,1249,2610,1634,2624,1888,2421,1933,3261,1862,4131,2208,5781,2095,5044,2605,2401,2394,1767,2064,1431,1996,1394,1376,1055,760,173,249
202503,4호선,노원,12788,760,24659,9440,55898,15949,57904,35247,36638,36326,30169,27529,31535,28153,35869,31539,34969,36148,34838,35589,36847,41724,39596,50463,40822,66128,39569,90767,29837,70834,30668,44296,29580,38311,25764,32898,12475,21583,2625,7479
202503,4호선,당고개,8296,29,17981,4326,45567,6518,36853,10428,23987,10788,18121,10426,16951,9395,16585,10388,16076,10897,14316,12190,13592,15203,14425,17696,13797,20778,13025,27819,8187,25707,5813,17791,4669,16252,3239,15176,1411,10074,283,3619
202503,4호선,동대문,4851,2025,2842,14855,5204,31803,7523,63536,13554,63616,19645,61185,26322,55964,32789,49212,39538,46515,49730,43864,57794,36580,69238,29774,84097,24513,60271,21936,36850,22993,27826,16802,26318,12083,19345,8627,9333,6131,1546,1628
202503,4호선,동대문역사문화공원(DDP),6248,1533,5155,13221,9905,30313,15326,66599,19233,41188,20927,34413,22846,32394,25254,30890,28283,30646,35543,30603,43629,28727,51876,27654,70054,29927,82626,32613,50394,32959,41841,22904,39632,19302,30062,16044,16085,10687,2803,3398
202503,4호선,동작(현충원),177,1844,743,7219,1993,3303,2485,5275,2113,3321,2016,3203,2426,2345,2420,2431,2634,3514,2755,3386,3486,3110,7510,2825,8664,3292,6231,3766,2885,2630,2154,2413,1932,1182,1292,764,544,559,116,325
202503,4호선,명동,1867,1147,4330,25688,9631,56801,19070,137471,34803,107145,42104,74259,48431,78102,49368,88198,54570,82583,68146,78472,85130,81758,106504,81592,113247,85394,150263,81939,95205,65446,87426,48817,85887,34718,76333,19711,32956,10286,2272,3579
202503,4호선,미아(서울사이버대학),11277,2066,21174,6389,50029,20274,53527,41901,36394,21556,27987,18049,27555,22972,29690,19470,27495,21771,27602,24541,27349,28638,33970,33176,33253,38282,31638,48734,18556,41074,12703,26613,12093,24267,9703,21248,3219,14206,498,3646
