사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202502,5호선,길동,8,0,4672,823,8484,4139,20867,6925,27394,19355,15114,13887,13594,10614,13179,11174,14773,12470,15148,12348,13712,14216,14015,14459,14874,17665,16796,20193,17847,26960,9483,21782,6915,13337,6767,10325,4706,9353,2031,5317,385,2677,0,0,0,0,0,0,20250303
202502,5호선,김포공항,7,0,863,2971,4485,8318,17985,16923,23958,22640,12034,12460,11175,13390,15710,14822,18240,15522,20710,15836,25439,14710,26495,13709,24382,14274,28028,16015,34588,15075,23743,8831,19696,4146,16344,2454,14710,1760,8275,972,399,563,0,6,0,0,0,0,20250303
202502,5호선,까치산,315,1,21397,1362,39418,7117,108295,8953,138718,19574,72912,16198,43261,15929,38525,18848,40052,23319,36428,25676,30991,31113,28873,40935,29112,51025,29349,67038,29497,116598,18739,90232,14495,57429,11739,53643,9726,42934,4780,25976,776,8077,1,383,0,0,0,0,20250303
202502,5호선,답십리,12,0,7669,1230,17153,10368,51488,12971,73891,33303,34457,16702,20950,12082,18474,13201,20062,14599,20379,17411,18071,16337,19439,19341,26002,22935,29147,32023,32248,56549,15882,37485,10441,23759,8573,20853,6189,18935,2657,10432,468,3703,0,1,0,0,0,0,20250303
202502,5호선,동대문역사문화공원(DDP),0,0,200,223,619,2791,1383,9747,2554,28989,3046,10944,3657,3815,3111,3307,2708,3419,2945,3841,3729,3491,3885,3443,5745,3667,12779,3748,20688,4210,7914,2702,4299,2309,3423,2443,2396,2386,1029,1676,182,447,0,6,0,0,0,0,20250303
202502,5호선,둔촌동,1,0,5046,512,13243,6457,34988,12132,37312,23847,22056,14552,16087,12035,15556,12186,16450,13590,16867,16604,16335,15537,18836,18324,20590,21157,23742,27982,24590,41588,12914,30461,10096,16116,8245,16015,6310,12666,2812,7228,328,2139,0,0,0,0,0,0,20250303
202502,5호선,마곡,6,1,2424,2664,7105,10532,22042,20419,23457,56591,12956,33264,11209,17098,13040,14897,14198,15591,15779,17245,17628,16235,21040,15964,26697,17740,38051,20940,48829,30363,22869,21667,17126,11749,14545,10135,9562,9093,3849,4808,605,1903,0,0,0,0,0,0,20250303
202502,5호선,마장,4,1,2152,438,5449,3511,15165,5693,18785,13260,11039,8011,8313,6903,7994,6428,9648,7092,8510,6979,8596,6415,8404,7111,9451,8715,10175,11465,11449,17434,7023,11288,4962,7622,4515,6705,3274,6466,1153,3742,204,1260,0,8,0,0,0,0,20250303
202502,5호선,마천,30,0,6413,221,12886,2447,36790,4035,29055,10872,15904,6300,10487,6155,9570,5055,10438,6105,9122,7984,8139,6888,7657,10631,8714,11929,7986,15496,9818,24052,4191,20773,3216,11228,2516,11165,1647,10157,655,5844,129,2340,0,1,0,0,0,0,20250303
202502,5호선,마포,3,0,2081,1639,7724,10057,26446,19670,35828,70102,19841,34276,15526,17223,15691,17606,17358,15159,18835,16436,17922,14864,19762,16069,24105,20479,37422,29567,57618,44685,21406,25922,18534,15713,19672,14017,13284,11736,5555,6613,782,1836,0,0,0,0,0,0,20250303
202502,5호선,명일,3,0,5250,1369,11765,2842,29010,4988,28112,11141,16247,8443,14117,9360,12732,8785,13851,8276,12085,11499,11782,11362,11170,13672,11941,16916,11618,17549,11973,32124,7648,24998,6373,13832,5455,11204,3931,11264,1687,6343,407,2308,0,9,0,0,0,0,20250303
202502,5호선,목동,10,0,7503,1229,18886,5235,55025,12659,66227,26011,32170,19735,23009,14130,21557,13607,23472,16878,22788,20624,20580,20634,20700,24114,21792,30071,26375,43947,27548,77313,14990,52060,12671,30507,12369,27459,12295,23759,4126,12979,559,4139,0,0,0,0,0,0,20250303
202502,5호선,미사,9,1,7224,770,20456,7100,65482,12313,59937,25801,30907,22739,23682,17469,22328,18218,24967,20750,25562,20382,23180,24375,26160,23952,26843,30888,29021,43170,31099,65610,18681,65159,17126,34311,17799,26682,15878,23172,7897,14920,2319,5230,0,0,0,0,0,0,20250303
202502,5호선,발산,10,0,3176,2543,9408,13639,26249,40082,28263,120048,18464,63230,19063,33626,23311,32128,27222,30394,30123,32367,34896,30475,40316,30503,47952,31879,75242,38440,95030,53273,43061,36578,37894,20552,34920,15533,27574,13350,11472,7747,1566,2869,0,0,0,0,0,0,20250303
202502,5호선,방이,2,0,2195,822,6416,3389,16962,7286,17218,22922,11272,12974,9896,9198,9099,8403,10738,11580,11658,10419,9873,11738,10928,12062,11543,13243,15756,18450,19743,21564,10012,17163,8721,9961,11068,8107,10883,6697,2256,4361,248,1149,0,0,0,0,0,0,20250303
202502,5호선,방화,18,2,4875,8,10950,3236,24712,4176,24562,11287,14248,7048,11128,5761,11296,6360,11264,7040,10762,7958,9370,8963,9804,10255,9612,11965,10009,14546,9962,21491,4882,19122,3486,11485,2631,10151,1849,9989,826,5609,114,2220,0,217,0,0,0,0,20250303
202502,5호선,상일동,47,0,9174,1210,28239,5429,68174,10730,53122,16329,30912,9434,23025,8383,20130,8792,20454,13279,18822,15239,17044,14957,17576,20708,17093,22478,19095,33786,19611,53083,10197,48092,7463,27905,5174,25027,3470,21506,1555,12889,451,5481,1,1005,0,0,0,0,20250303
202502,5호선,서대문,10,2,2654,876,5772,16146,17586,65176,22572,169471,16636,45367,16086,21968,18565,19841,19954,19572,20312,23669,23709,18155,29566,15960,37733,16507,70515,19541,117156,26366,34017,15350,26816,10187,22641,9853,14652,7419,5225,4268,522,1255,1,28,0,0,0,0,20250303
202502,5호선,송정,5,1,3409,982,6731,3300,16270,6157,21191,10344,13881,6038,10854,5602,9535,6432,10213,7365,9421,7712,9042,8232,8761,9515,9920,10946,11314,13174,11749,19426,6947,15295,5434,10269,4424,9139,3362,8515,1970,5029,276,1922,0,0,0,0,0,0,20250303
202502,5호선,신금호,33,0,2469,430,5890,2122,18111,5795,26666,11665,14949,7938,9555,5986,8599,6201,9453,7217,8868,7604,7885,8512,7940,10242,9188,11957,9280,16291,10210,25085,6855,16910,4816,10491,3943,9683,2627,8372,1064,5221,275,1716,0,0,0,0,0,0,20250303
202502,5호선,신길,39,2,2120,403,4153,1852,16829,4747,25504,13921,9732,6564,6245,2882,4900,3293,5470,3495,4866,4142,4242,3885,4714,5135,5451,6733,8203,11224,12895,21992,4911,12968,3477,10414,3662,10056,2575,8669,1413,5195,207,1385,0,0,0,0,0,0,20250303
202502,5호선,신정(은행정),89,2,11232,787,21048,2789,55715,5736,71642,12493,33634,8114,19496,6885,16887,7539,17173,9318,16275,10818,13490,12258,12233,16319,13122,20679,15111,28142,14821,46021,8180,34666,5606,22536,4643,21151,3786,19143,1461,11117,239,3380,1,0,0,0,0,0,20250303
202502,5호선,아차산(어린이대공원후문),22,0,8022,1151,16068,5237,38765,9791,52816,25675,29895,16838,19858,16634,18525,17669,22744,17835,23447,18031,22649,19411,22510,22971,24477,27594,24790,32387,26698,52109,15038,36061,11698,22813,10005,19132,7019,16721,2908,9912,487,2776,0,0,0,0,0,0,20250303
202502,5호선,애오개,66,11,1881,889,5383,4337,18494,6597,27000,15869,12319,10595,8536,6732,8287,6900,9370,6281,9693,7381,8141,7497,9373,8203,10155,9310,11515,14226,13781,22315,6647,14301,4826,8853,4133,8181,2757,7246,1030,4200,97,1771,0,243,0,0,0,0,20250303
202502,5호선,양평,2,1,2288,941,6319,3975,23776,8939,29314,41560,12709,14871,8406,6739,7658,5643,8259,6081,8517,6686,7736,6761,8481,7225,10463,8730,19190,12793,32986,23430,9992,16347,6366,10938,5080,9938,3420,8812,1356,5089,151,1586,0,0,0,0,0,0,20250303
202502,5호선,여의나루,11,0,873,1251,2379,9287,5379,41236,9538,73962,5285,28146,5007,18103,6784,17092,8937,16776,10247,18957,12705,19259,16142,19470,21406,18660,48413,19664,61682,20355,26584,10623,24359,6624,14227,4751,8439,3863,2609,1944,251,717,0,0,0,0,0,0,20250303
202502,5호선,여의도,17,0,2551,2894,3346,24696,9464,153704,13761,223738,11434,81644,12089,35385,19506,33416,20268,30981,26713,35068,31700,28215,39619,26790,54352,26715,147389,30875,176869,37611,73418,17653,61587,9433,47667,7845,26784,7007,8737,3944,1049,1849,0,0,0,0,0,0,20250303
202502,5호선,영등포구청,3,0,1029,463,2664,2155,8876,6363,14885,24950,5467,10181,4192,4982,4845,4503,5256,4935,5720,5201,5466,5010,6318,5156,7661,5432,11509,7872,22446,15474,7614,7963,5410,4725,5061,4278,3518,3964,1720,2201,275,533,0,0,0,0,0,0,20250303
202502,5호선,영등포시장,21,1,2496,824,6257,4564,25290,13776,37588,43398,16397,25408,11399,16440,11952,16458,14531,20615,15318,22817,16493,18185,20185,15342,25199,15802,33190,20540,43905,36570,18703,21840,12861,13215,10714,12212,8001,10961,3208,6721,411,1654,0,0,0,0,0,0,20250303
202502,5호선,오금,14,1,1029,515,3018,2444,6772,6408,7329,19274,4885,6986,4345,3581,4794,3303,5078,3698,5314,3688,4730,4155,5389,4264,6638,5199,10210,6371,14688,7479,4603,6165,3259,3677,2794,3256,2271,3609,744,2377,115,837,0,0,0,0,0,0,20250303
202502,5호선,오목교(목동운동장앞),0,0,4660,1657,14155,7680,46339,24153,52842,59157,28034,46341,22543,29352,23927,29375,27241,30011,28346,32492,29435,31614,33339,33159,37921,37120,49421,49358,61289,72001,34079,46894,34217,27146,28236,23227,24105,19481,7134,10658,1016,2835,0,0,0,0,0,0,20250303
202502,5호선,올림픽공원(한국체대),10,0,1311,805,4981,3064,10310,4625,11660,8636,8105,6519,7375,5491,7566,5323,8101,6947,8113,7523,7401,9054,8219,9302,8684,8244,9795,9521,10995,10299,5239,7939,9052,5205,6873,4596,4766,3807,1047,2791,88,826,0,0,0,0,0,0,20250303
202502,5호선,왕십리(성동구청),18,0,1573,561,1750,2947,5267,5396,8404,16028,4603,9191,4212,7386,4952,7697,5837,7940,6670,9332,7004,8567,7777,8319,10283,9148,10301,11848,14357,16855,8757,9346,7659,5109,8426,4401,6681,3836,3225,2166,532,1594,0,275,0,0,0,0,20250303
202502,5호선,우장산,0,0,6500,812,20182,4033,49428,9262,54263,18355,29077,14802,23829,12948,23652,13453,24231,17341,22650,19784,20320,20854,21130,23313,21045,27250,21470,33559,19145,54006,11951,41272,8663,25535,7141,22090,6249,22323,1916,12227,250,3163,0,0,0,0,0,0,20250303
202502,5호선,을지로4가,0,0,332,418,883,5234,2479,16450,3884,40803,3308,18559,3960,10681,5430,10744,6487,9608,7909,9233,9604,8164,10822,7451,13404,6805,26570,6675,36065,7429,14196,4134,9590,2578,7756,2135,5399,1724,2432,1270,375,439,0,0,0,0,0,0,20250303
202502,5호선,장한평,22,0,7212,994,17808,11831,52540,21616,74166,66274,37780,29383,22786,21614,20844,18754,22687,19297,22540,20961,22494,20040,23677,22431,30837,27627,42435,39821,62357,66233,26955,46849,15471,28065,12735,24832,9904,22131,4209,13126,670,3906,0,141,0,0,0,0,20250303
202502,5호선,종로3가,51,4,1167,409,1955,6742,2904,14063,4809,43747,6122,35462,8139,29599,11800,33406,17213,34097,19867,32875,25131,29454,32282,27685,38250,27345,45970,28951,58383,32870,34119,18208,32489,9922,36233,7422,28602,6208,15305,3726,1922,1161,0,9,0,0,0,0,20250303
202502,5호선,천호(풍납토성),57,1,6105,1671,11058,12095,31050,17597,38466,37829,23088,34617,20916,26895,24984,27596,30032,29575,31078,33764,33271,32027,38530,33861,44607,35267,49028,42916,53188,58667,35669,40150,31977,23893,23403,20154,18217,16660,8994,10210,1903,3259,1,1,0,0,0,0,20250303
202502,5호선,청구,8,0,1335,159,2132,1693,5569,3215,8889,13630,5563,7605,4694,3778,4488,3449,5113,4335,4651,4647,4632,4641,4814,4921,6659,5501,8037,7089,13451,9902,6986,6724,4393,4642,3530,4140,2747,3758,1545,2402,218,627,0,0,0,0,0,0,20250303
202502,5호선,충정로(경기대입구),0,0,736,164,2348,2808,5525,16328,8591,37031,4841,13156,3563,4088,4437,3592,4872,3699,5197,4661,5505,4157,5940,4113,7879,4475,18430,5869,31257,9131,8342,5770,5611,4188,4662,3973,2503,3481,1039,2104,211,547,0,70,0,0,0,0,20250303
202502,5호선,하남검단산,12,0,4116,15,8922,2506,22780,4071,17573,8339,12062,8028,10413,8073,9360,8059,9606,10098,9717,9399,9647,9890,10161,12752,10814,10900,11471,13997,11472,16928,7326,15877,6510,10235,5215,9322,4175,7839,1160,5180,107,2746,0,0,0,0,0,0,20250303
202502,5호선,하남시청(덕풍?신장),24,0,5071,94,12799,3189,28333,5426,25549,12866,17104,7235,14069,9031,13463,9047,14422,8864,13907,12388,12433,11152,12993,15725,13239,15691,13489,16715,14749,25553,8045,23002,5936,12960,4931,12889,3081,11405,1399,6743,286,3397,0,0,0,0,0,0,20250303
202502,5호선,하남풍산,3,1,1830,370,4966,2008,9686,6555,10633,15742,7177,9951,6427,6682,6343,5956,6909,5110,7164,6530,7135,6425,7923,6079,8888,7968,11712,7113,14219,11197,5215,9911,3975,5810,3716,5239,2525,4962,752,3176,183,1184,0,0,0,0,0,0,20250303
202502,5호선,행당,18,0,3449,634,9842,2199,28088,4435,39530,8812,20122,6229,13376,5222,11818,6127,11999,7292,11214,8146,9398,9422,9743,11085,9500,13716,10032,18434,9811,30173,6274,20169,4795,13083,3559,11848,2906,10150,1067,5990,197,1808,0,0,0,0,0,0,20250303
202502,5호선,화곡,552,2,20161,1549,37529,8782,105666,13627,136540,28957,68159,23677,41966,17714,38868,18877,42039,22204,37961,25609,33443,29884,31165,36934,33252,48197,35909,63797,37953,118950,21729,85113,16022,53071,13298,48232,10176,41707,4299,24646,666,7539,0,0,0,0,0,0,20250303
202502,6호선,고려대(종암),16,3,3362,843,6683,4026,18422,9328,24832,23424,13033,13623,9543,8932,9595,8724,11873,8579,13198,11168,12089,9865,12576,10072,16345,12050,20468,14273,18932,20584,9433,17594,6622,11063,6704,11173,5580,10255,2261,7330,425,2155,0,36,0,0,0,0,20250303
202502,6호선,공덕,121,3,4337,2093,7158,11119,19642,36768,29684,94630,21546,47052,18082,22675,20661,19897,22240,20199,23611,20724,24191,19736,27917,20764,33685,24648,56897,29245,82252,40628,36333,26114,28609,16610,26019,15628,19211,13539,8508,8770,1178,3695,1,105,0,0,0,0,20250303
202502,6호선,광흥창(서강),5,0,2770,1219,7056,5674,18624,13530,26227,33170,16026,18570,12481,11497,13098,10502,14329,10750,13076,11750,12288,11221,13034,11962,16029,12449,22574,16721,29973,24444,13759,17897,9577,11220,8309,9799,5248,9394,2080,5317,408,1550,0,0,0,0,0,0,20250303
202502,6호선,구산,19,1,5596,177,11086,1850,28560,3495,37030,6777,19680,5478,12829,4936,12219,6481,12651,7283,11783,7908,9797,8816,10184,10797,11150,13441,10640,15587,9023,22648,5930,20182,4547,11025,3769,9570,3477,8159,1170,5104,237,1674,0,0,0,0,0,0,20250303
202502,6호선,녹사평(용산구청),23,0,873,441,1589,3301,3621,6877,6095,15860,5034,8437,3835,6590,4064,6319,4986,8291,5604,9092,6019,8510,7638,9464,9933,8768,13669,10684,18222,12050,11261,8483,9448,4910,9575,4005,8294,3544,3775,2015,528,635,0,0,0,0,0,0,20250303
202502,6호선,대흥(서강대앞),3,0,2182,977,4833,4428,13516,11877,19841,29491,12884,19435,9526,12545,9994,10595,12004,13332,14227,15172,12025,11757,13288,12972,15644,13346,22335,17141,25298,23697,12811,15804,10444,9553,9823,8117,9477,7726,3107,5440,440,1608,0,0,1,0,0,0,20250303
202502,6호선,독바위,12,0,2087,252,4121,761,12161,1699,12242,2429,6749,2246,4399,2441,3942,2070,4040,2677,3777,2899,3268,3062,3232,4012,3343,4956,2940,6579,2811,11275,1775,9864,1161,5867,799,4999,506,4555,307,3048,67,1195,1,0,0,0,0,0,20250303
202502,6호선,돌곶이,19,0,6438,1158,13909,4187,36224,6100,41464,16913,21292,10215,14952,8719,12595,8583,14051,10803,13707,11060,12617,10603,12840,13624,14809,15953,15243,21369,14566,33618,9768,27860,6163,16171,5481,13709,3957,13267,1934,7924,304,2763,0,0,0,0,0,0,20250303
202502,6호선,동묘앞,154,0,4370,827,4348,3552,9406,6868,15005,18931,11885,15866,10680,14249,13248,15751,15783,15843,16268,18027,19194,17738,21376,16755,23596,15801,23223,16056,21402,19434,12413,14806,9857,9819,7843,9626,5581,9212,2839,7373,477,2188,1,81,0,0,0,0,20250303
202502,6호선,디지털미디어시티,111,18,5813,2382,15877,10821,46696,28080,52441,62462,27290,29174,17472,11587,15186,10352,15580,11653,15485,12795,14070,13422,15613,15679,19818,21467,33590,29869,45585,48464,20285,35328,9781,22057,7790,20241,5505,18459,2652,10548,699,4387,1,16,0,0,0,0,20250303
202502,6호선,마포구청,35,10,5462,1327,13115,5938,37162,13388,52198,33810,32642,17501,20614,13117,19881,12453,19325,15671,19716,16588,18156,15793,18835,18902,20474,20132,24744,26453,34826,42489,18028,32183,12100,21166,11306,19147,7829,17200,3710,10985,609,3082,0,0,0,0,0,0,20250303
202502,6호선,망원,2,1,5152,587,8725,4690,23117,9013,35405,32020,22548,30364,16640,22745,17855,28078,22567,30402,24070,35557,25663,31733,27620,34986,30520,35743,35556,38298,42855,48409,31147,34191,25696,18442,23490,15924,17917,13187,7953,8776,1301,2307,0,0,0,0,0,0,20250303
202502,6호선,버티고개,0,0,876,301,1651,1253,4683,2049,6936,5702,4613,3716,3041,2494,2689,2015,2813,2549,2897,2783,2712,2977,3272,3231,3142,3689,4447,4706,6380,6584,2950,4963,1944,3392,1398,3212,1168,2789,502,1740,86,460,0,34,0,0,0,0,20250303
202502,6호선,보문,26,0,3769,655,7169,3745,21588,6796,31109,17100,17265,9557,10581,6826,9904,6132,10814,7587,11199,8389,9936,7737,10071,9847,11957,10916,14067,15649,16676,23420,8087,18932,6400,11777,5868,11407,4873,11157,2537,7624,590,2633,0,0,0,0,0,0,20250303
202502,6호선,봉화산(서울의료원),10,0,5337,798,14157,2129,41282,5181,36530,11411,17360,6685,12842,5960,11107,5968,12534,7538,11175,8818,9746,9221,9517,11856,10388,13575,11845,19291,9975,28294,5317,27071,3611,15966,2956,13169,2739,12917,1062,7135,195,2786,0,206,0,0,0,0,20250303
202502,6호선,불광,14,2,1352,451,3843,2399,11459,2322,13839,6989,7221,6391,6252,5250,6606,5630,7305,5914,7991,6490,8472,6354,9729,7255,10593,7983,9850,10193,9523,14843,5733,10918,4704,6282,3611,5430,1989,5223,826,3051,176,1031,0,0,0,0,0,0,20250303
202502,6호선,삼각지,1,0,1220,588,2528,6075,6860,14614,12104,26236,7934,11328,6492,8387,7135,8564,8739,9304,11091,9697,11120,8316,13243,8682,16602,9397,22368,11894,28586,15296,12369,9698,10445,6581,9827,6015,7722,6069,4316,4072,734,1169,0,3,0,0,0,0,20250303
202502,6호선,상수,13,0,4313,1052,5835,3452,9569,5599,12962,18007,9366,20712,7318,14994,7742,16272,9612,18367,11155,19657,12166,18734,13934,18578,19046,20936,20332,25030,27770,32944,20676,23249,19233,14614,21817,11660,22338,10646,14109,8246,2577,2741,0,0,0,0,0,0,20250303
202502,6호선,상월곡(한국과학기술연구원),43,0,5008,511,7840,2092,20262,3502,26479,11362,14402,6929,9529,4964,8561,4679,9228,5629,8700,6744,7574,6252,7550,7968,8494,9831,8528,12756,9754,18977,5714,16267,2992,9608,4275,8786,2906,8425,1192,5426,158,1772,0,1,0,0,0,0,20250303
202502,6호선,새절(신사),56,0,9942,544,18705,4469,49410,5796,58580,11678,29216,9009,18854,8344,16740,9108,17461,11193,16635,13972,13607,13520,13821,18500,15738,20950,15541,28709,13427,45150,8630,38431,5766,22524,4701,19323,3493,17406,1540,10662,291,3818,0,5,0,0,0,0,20250303
202502,6호선,석계,1090,3,7980,1615,17227,4802,45043,6109,49714,11828,26620,9487,18693,8628,16885,10654,17292,12622,17411,13179,15139,14669,14041,18634,14607,24028,15292,29565,14160,49438,10642,39798,7521,23876,7218,20242,5876,18423,3278,11581,652,3913,0,6,0,0,0,0,20250303
202502,6호선,신내,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20250303
202502,6호선,신당,113,2,5558,1221,4154,6761,6205,10961,10671,29900,8371,20625,6743,12204,8786,10546,10352,10681,10634,11175,11902,10004,13065,9429,15817,11391,19563,13078,25573,18370,17041,19128,15712,9952,14102,7364,14532,7583,6838,7607,1590,2149,0,15,0,0,0,0,20250303
202502,6호선,안암(고대병원앞),7,0,1475,1371,2813,6282,8218,14665,12330,34969,10266,33266,11233,22274,13471,16643,16507,18181,17079,19578,19693,18263,21930,15392,27167,15243,37900,16871,30561,20667,16752,14800,15133,9690,19310,9671,15508,9071,8128,6418,1486,2665,1,84,0,0,0,0,20250303
202502,6호선,약수,1,0,1035,279,1728,2008,4104,4748,6950,15566,5419,8596,4303,4936,4208,4685,4999,4530,4852,5145,4948,4993,5530,5351,6402,5404,8565,6985,12730,9192,6801,5782,5326,3431,5148,3057,4104,2400,2018,1628,441,512,0,0,0,0,0,0,20250303
202502,6호선,역촌,1,1,1964,293,5048,2834,14289,2741,15875,6915,8212,3875,5894,3093,5477,4331,5537,4758,6193,4935,5010,5189,4822,5893,4922,7547,5259,10235,4918,16559,2862,13598,2117,7740,1859,7428,1372,6572,522,4233,83,1273,0,0,0,0,0,0,20250303
202502,6호선,연신내,0,0,0,0,0,0,1,0,6,0,2,0,4,0,2,0,5,0,4,0,5,0,10,0,2,0,1,0,4,0,1,0,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,20250303
202502,6호선,월곡(동덕여대),8,0,5764,644,12448,3441,35447,6934,44427,23701,22080,15025,15403,11438,14429,10030,16115,11745,15539,12945,14523,13147,14982,15656,16410,19582,18814,25091,24257,39417,11688,31079,8809,17793,6917,16388,4627,14464,2344,9710,509,3127,0,1,0,0,0,0,20250303
202502,6호선,월드컵경기장(성산),17,0,680,1001,2348,2277,6853,3723,8408,6801,4615,5902,4527,6914,5457,7091,6210,8276,7243,10258,8598,13405,10396,17583,11285,11902,9714,8173,19198,10203,9111,7962,4154,4861,4064,3631,2791,2940,918,1468,168,375,0,0,0,0,0,0,20250303
202502,6호선,응암,49,2,10512,1200,23787,5320,66078,8399,83799,15734,43741,12510,26669,12498,24992,13990,26052,16727,24853,17747,21558,20865,20608,26806,21787,31979,20948,44794,20542,73066,12799,57339,9414,35609,8161,29707,5860,26346,2404,17052,402,5315,0,0,0,0,0,0,20250303
202502,6호선,이태원,193,1,7766,1678,6874,12111,7498,10859,9128,24278,7987,23981,7808,17275,8429,14047,9821,15636,11680,17149,13950,16355,16942,16720,25984,19869,26006,23397,34423,27166,25385,23321,21697,17774,21899,15676,20496,15321,13747,12351,2427,4524,0,0,0,0,0,0,20250303
202502,6호선,증산(명지대앞),10,0,6475,507,12277,3189,32993,3958,41794,9557,22842,7105,15470,6350,13333,7802,13845,8468,13426,10476,11924,11109,11223,14047,11968,17862,11698,22818,12341,38050,6860,29180,4785,18298,3860,17068,2868,14604,1294,8572,294,2831,0,1,0,0,0,0,20250303
202502,6호선,창신,2,0,2589,294,4536,1301,13851,2199,16724,4759,8553,3201,4708,2317,4373,2135,4417,2823,4078,3144,3564,3100,3589,3646,4206,4518,3996,6205,3974,9518,2327,7829,2139,4913,1441,4969,926,4407,584,2818,87,895,0,0,0,0,0,0,20250303
202502,6호선,청구,11,0,1353,398,2529,2597,6677,6053,9212,21079,6058,10546,4397,4351,4260,3795,4586,3815,4707,4375,4800,4076,4982,4454,6415,4959,7432,5909,13514,7064,8019,4711,4859,3345,4056,3379,3210,2886,1613,1968,327,593,0,0,0,0,0,0,20250303
202502,6호선,태릉입구,22,0,3949,970,6510,2528,17348,3048,20843,7219,10800,5713,8409,4654,8144,5603,8805,6142,8726,7040,8411,7970,8108,8691,8657,10979,8944,14002,9276,22539,6028,17660,4495,10532,4009,10168,3206,8673,1665,6922,410,3348,0,12,0,0,0,0,20250303
202502,6호선,한강진,22,0,442,791,1213,8323,3490,20974,4838,37347,4211,28187,3356,19238,4668,18214,6117,18160,7857,24944,10997,19392,16745,20304,25622,22285,34315,22045,41616,24245,27395,11704,24483,4262,23012,3252,22286,2572,3529,1882,452,1197,0,141,0,0,0,0,20250303
202502,6호선,합정,41,0,3109,968,4843,5695,10504,14840,18460,39304,12291,27758,10817,17520,12185,18654,15218,19171,17051,21762,19532,19051,22332,21455,24163,24525,32119,28535,46707,42190,31406,27623,28184,14013,30706,11999,26823,10375,14480,7312,2426,2306,1,0,0,0,0,0,20250303
202502,6호선,화랑대(서울여대입구),20,0,5972,1062,20070,3559,52064,5547,47300,10417,23773,7642,15398,6566,14219,6743,15148,7526,15077,9086,11969,9066,12128,11357,13994,14331,13896,21743,12372,34251,6408,30072,4424,18025,3588,15445,2774,13824,1062,9186,152,3504,0,16,0,0,0,0,20250303
202502,6호선,효창공원앞,4,0,2040,563,5030,3344,15792,6351,25705,21186,14086,11116,9369,7378,9015,6596,9798,7576,9924,8522,8953,8342,9808,9016,12195,10911,15523,13246,22142,19828,9584,14331,6264,9017,5166,7700,4190,7240,2026,4719,422,1766,0,0,0,0,0,0,20250303
202502,7호선,가산디지털단지,549,3,6403,5020,9182,27893,21855,138204,25498,371698,18474,212203,16827,55791,20577,33203,27657,31052,31329,32891,36656,28085,46368,24974,73440,24218,206753,26849,300658,33201,119330,23610,68132,14749,49724,11811,27599,10367,11273,7010,1438,2519,0,0,0,0,0,0,20250303
202502,7호선,강남구청,16,0,1583,1554,3616,14826,6763,34124,8916,99509,8525,93894,8974,41656,11164,23563,14064,21253,16591,22200,20498,19068,25694,17338,30983,16839,49954,18454,84099,20061,52260,12811,32600,8277,29400,6297,20436,5221,8608,3509,1478,1622,0,0,0,0,0,0,20250303
202502,7호선,건대입구,58,0,3681,1242,4587,7853,12449,18120,18539,32535,15257,27208,13020,22893,14855,21446,16963,22630,19185,25011,21465,23237,26679,23003,29852,23035,38565,29234,34265,37706,24205,24694,24880,13817,20606,11517,17773,9719,9239,5521,1459,2801,0,200,0,0,0,0,20250303
202502,7호선,고속터미널,21,1,1203,2611,2821,19817,10489,36120,18218,45525,24985,35170,24067,28444,27060,27701,29006,24165,28945,26904,30183,24170,38946,19559,40585,19777,56888,22288,46926,24061,30320,15327,30624,8954,27034,8668,20584,5110,5657,2958,665,759,0,3,0,0,0,0,20250303
202502,7호선,공릉(서울과학기술대),24,2,5708,919,12888,4025,33190,8026,39466,18782,21563,14632,16788,11963,16550,12361,18469,14275,18282,15091,17487,15480,17427,18244,18870,21256,20085,26699,21510,39757,12731,34381,10211,19033,9462,17068,8101,15981,4172,10487,740,3577,0,0,0,0,0,0,20250303
