사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202408,안산선,정왕,410,5,8236,947,12173,12946,20972,23008,19084,23909,14918,14603,12607,9598,12482,10016,12737,10772,11971,10569,11608,11111,14723,12204,17482,12595,23659,18238,27117,21856,12329,17605,10058,14337,7021,12887,4242,11195,1568,8333,108,2284,0,1,0,0,0,0,20240903
202408,안산선,중앙,478,33,10611,1421,30525,9651,55019,16098,43055,36685,25398,29491,22811,20783,25856,19563,29393,22973,25005,25200,24825,25758,26243,27172,31217,32281,34107,44755,36327,64110,23811,54485,23885,34957,24470,29537,20835,24891,8961,20007,930,6046,0,0,0,0,0,0,20240903
202408,안산선,초지,265,2,4130,325,11263,4462,21165,8352,15958,9544,9046,5453,6670,4005,6497,3750,7777,4191,5820,4457,5324,4790,5615,5925,6803,6977,8577,10838,9248,15822,4799,15044,3602,9678,2776,8861,1745,7692,750,6181,48,2351,0,0,0,0,0,0,20240903
202408,안산선,한대앞,269,4,8929,1076,17067,4654,30425,8433,24279,15638,17620,12067,13371,8879,12392,8549,13438,9000,11766,9854,11311,10683,11750,11905,13461,16116,16531,21766,15756,30786,9034,23932,7547,16652,6623,14776,5292,12852,2060,9460,224,2502,0,0,0,0,0,0,20240903
202408,우이신설선,4.19민주묘지,6,1,1409,627,3417,1381,8608,2246,9779,4679,6907,4533,5209,4058,5219,4246,5975,4872,5952,4182,4927,4163,5297,4832,5724,5223,5326,5988,4478,7485,3024,7451,2426,4373,1699,3759,1110,3320,549,2490,131,614,0,2,0,0,0,0,20240903
202408,우이신설선,가오리,4,0,2774,416,6258,1460,16464,3311,16816,6307,11445,5014,8332,4999,7931,4985,7569,5980,6793,6258,5687,5961,6066,7264,6420,9599,6077,10256,5088,14100,3806,12912,2592,7471,1634,6802,1293,5817,532,3269,167,938,0,1,0,0,0,0,20240903
202408,우이신설선,보문,10,0,459,156,887,1331,2098,2991,3846,4546,3409,3612,2641,2547,2680,2367,2859,2402,3085,2419,2875,2401,3160,2586,3916,3062,3694,3175,3961,3582,2213,2700,1675,1898,1540,1742,1140,1572,535,938,147,281,0,0,0,0,0,0,20240903
202408,우이신설선,북한산보국문,3,0,2350,599,7509,2301,18536,4983,21332,8542,14772,6448,10961,5086,10042,5301,9867,6106,9661,6617,8449,6654,8491,8737,9717,11072,9925,13826,9513,19669,5370,15893,4217,11396,4033,9873,2688,9328,1328,6040,455,1383,0,1,0,0,0,0,20240903
202408,우이신설선,북한산우이,4,0,1793,707,3390,2136,9331,3640,8865,7231,5559,9277,5003,9946,5596,8548,6138,6855,6887,5731,7596,5231,8144,4894,7978,5055,6717,5126,5612,6271,4081,5099,2951,3339,2026,2820,1166,2366,534,1427,137,539,0,41,0,0,0,0,20240903
202408,우이신설선,삼양,1,0,1385,478,2898,1469,5945,1738,6704,3794,4556,2744,4148,3143,3991,2829,3980,3179,3455,3315,3297,3263,3055,4314,3429,4745,3344,5066,2867,6053,2098,5276,1401,3385,883,3039,587,2356,285,1414,77,420,0,0,0,0,0,0,20240903
202408,우이신설선,삼양사거리,3,0,1842,484,3119,1809,7079,2339,8716,4655,6157,3832,5182,3458,4864,3586,4992,4015,4594,3887,3822,3939,4158,5305,4289,5835,3910,6094,3989,7493,2932,6481,2051,3772,1336,3086,1002,2568,451,1316,110,400,0,0,0,0,0,0,20240903
202408,우이신설선,성신여대입구(돈암),0,0,682,460,1496,1450,3435,4150,5581,8761,4401,7712,4475,6436,5018,6538,5865,7200,6235,7836,5858,7168,6613,7159,7769,8216,7920,9361,9347,10985,6570,7083,5918,4642,6798,3584,6061,2566,2306,1603,557,509,0,0,0,0,0,0,20240903
202408,우이신설선,솔밭공원,8,0,1927,353,4165,1253,10539,1539,10768,3157,7205,3356,5124,2823,4403,2888,4477,3399,4032,3733,3407,3866,3702,4578,4064,5266,3636,5853,2987,7915,1699,7009,1291,4687,947,4253,722,3537,282,2456,76,559,0,5,0,0,0,0,20240903
202408,우이신설선,솔샘,3,0,3220,370,10616,1847,27929,3094,26836,4554,16035,3395,10533,3609,9262,4132,9058,5648,7922,5702,6339,6452,6807,8395,6868,11044,5976,13626,5223,22987,3483,19609,2147,11157,1739,10705,1367,9867,498,5197,134,1749,0,0,0,0,0,0,20240903
202408,우이신설선,신설동,65,1,987,988,1291,2957,1637,6118,2667,10746,2021,7677,2178,4641,2720,3504,3079,3447,2987,3394,3562,2433,5538,2299,5785,2487,7219,2220,9628,2199,4935,1453,3527,1105,2734,894,1904,840,668,547,128,362,4,112,0,0,0,0,20240903
202408,우이신설선,정릉,6,3,2078,545,5179,1951,13331,3206,15610,6318,12797,4348,8944,3979,8306,4485,8243,5260,7491,5431,6718,5575,6680,7285,7283,8979,7299,10211,7487,14475,4134,11524,2795,7269,2474,6411,1882,5712,921,2930,269,820,0,0,0,0,0,0,20240903
202408,우이신설선,화계,5,0,2426,551,4666,1504,11951,2611,13451,5868,8881,5627,6965,4815,6408,4901,7807,5107,6452,5124,5474,4719,5321,5862,5599,6581,5139,7834,4678,10100,3272,8965,2007,5958,1435,4747,906,4176,527,2538,168,841,0,0,0,0,0,0,20240903
202408,일산선,대곡,187,0,1817,481,5506,3242,12472,3248,10546,4037,5234,2528,3657,1991,3389,2002,3487,2323,3364,2313,3255,2425,3908,2754,4817,3428,6133,4356,6055,8705,3204,6524,2118,3468,1815,3550,1337,3383,701,3024,71,1378,0,0,0,0,0,0,20240903
202408,일산선,대화,286,0,8919,1494,30248,5610,61270,13116,41058,18499,27064,13664,21253,13451,20075,12016,19831,15512,18580,15862,17444,15781,18506,18496,20712,17621,21966,26480,20552,33445,10677,34565,9198,20205,8882,16833,6837,15188,6306,10204,457,4206,0,0,0,0,0,0,20240903
202408,일산선,마두,22,0,3917,1849,10791,5019,17753,8752,16707,22860,13156,15333,13914,11536,14415,11044,13836,10872,12747,13951,13070,12169,15805,11841,16336,13073,17990,15652,17173,19374,7683,17533,5656,10488,5305,9069,4160,7626,1198,5391,128,1276,0,0,0,0,0,0,20240903
202408,일산선,백석,94,0,5103,2228,10701,6531,23073,12402,23722,25370,16640,14472,15367,13925,15878,13532,16554,14569,15482,16386,15845,15063,18342,16186,19147,18269,22522,21346,23359,27146,12726,24416,10643,14517,10757,12063,7372,10920,2791,7048,367,1773,0,0,0,0,0,0,20240903
202408,일산선,삼송,814,7,9563,1312,32135,6913,78832,14733,76048,24121,40341,18352,28718,16255,24937,17563,25409,22134,22958,22224,20774,23250,22496,27793,26914,31971,28332,44683,30052,69146,20059,60128,15370,35426,13282,33574,13222,27191,3334,14025,508,3260,0,0,0,0,0,0,20240903
202408,일산선,원당,173,0,8695,1351,20765,8263,41630,7831,41507,13653,24423,9679,18376,8641,16960,9727,17867,11008,15203,10289,13135,12610,13524,15342,16034,19230,15699,24919,15131,36430,8092,30887,6056,21449,4771,18715,2800,16085,877,10566,122,1735,0,0,0,0,0,0,20240903
202408,일산선,원흥,323,34,7132,548,18146,4540,45886,6871,47213,14581,25457,10734,18114,8647,15822,9032,16157,10628,14865,11726,13289,12580,13253,15245,14268,19130,15404,26791,17354,37334,8886,36291,7125,22431,6394,19535,4783,17630,2097,10750,313,2284,1,0,0,0,0,0,20240903
202408,일산선,정발산,78,2,2352,914,5512,3451,8449,5976,9883,20752,7455,19594,8164,14470,10482,13984,11139,13233,13158,15388,14021,13184,15555,12448,17056,13948,19870,15059,24031,17264,12628,14165,13096,7883,10260,6187,7254,5031,2422,3710,239,1054,1,0,0,0,0,0,20240903
202408,일산선,주엽,169,3,6635,1447,18744,3364,25371,7902,25816,16744,18688,14631,17681,13557,18124,13809,17654,14001,16189,16426,15417,15529,16962,17884,17329,18463,17011,23517,16574,27390,8947,27132,8632,15705,6285,13434,5495,11549,1294,8134,169,2300,0,0,0,0,0,0,20240903
202408,일산선,지축,0,0,0,0,0,0,1,0,3,0,3,0,6,0,3,0,11,0,8,0,2,0,9,0,8,0,6,0,11,0,4,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20240903
202408,일산선,화정,121,5,12957,1602,24539,6682,51712,12794,49855,31247,30601,21852,26572,19917,24889,20492,26613,22998,26795,23760,24572,24996,26572,29103,28828,33621,30314,40459,29210,55050,16567,48920,15185,29612,13894,25347,11480,23157,4130,14645,512,3116,0,0,0,0,0,0,20240903
202408,장항선,배방,268,2,1070,309,1966,821,3314,1260,2826,2047,2320,1371,1857,1196,1650,1535,1850,1283,1879,1594,2090,1351,1892,1709,1697,2486,2161,3176,2560,3478,1719,2668,1130,2206,960,1875,910,1699,599,1321,27,258,0,0,0,0,0,0,20240903
202408,장항선,봉명,16,1,1270,492,1586,849,2279,4113,2524,3838,2587,3529,2863,2312,2486,1452,2204,1599,2075,2052,2160,1735,2668,1803,3194,1489,3370,2336,1769,2193,1036,1602,749,1352,595,1011,422,1107,519,791,15,170,0,0,0,0,0,0,20240903
202408,장항선,신창(순천향대),249,2,634,128,1618,569,2471,1551,2044,3178,1879,1703,2499,2107,1992,1886,2266,1881,2678,2174,3129,1878,2261,1928,2955,2380,3240,1420,3116,3160,1204,1980,1100,1728,808,1985,367,2003,284,1501,1,630,0,0,0,0,0,0,20240903
202408,장항선,쌍용(나사렛대),107,1,2797,355,4232,617,6257,1462,7024,3324,4077,3127,3960,2577,3450,2208,3255,2672,3665,3087,3051,2207,2873,3085,3455,4338,3731,5222,3185,6482,2452,4911,1731,3710,1359,3430,1093,3297,647,2726,44,659,0,0,0,0,0,0,20240903
202408,장항선,아산,113,3,964,1406,2392,4487,5496,6065,6904,7806,4005,7060,4366,6747,5176,5108,5516,6380,5688,5938,6769,4767,8616,5427,8041,5555,7668,7293,9992,8388,8828,5120,5805,4566,6254,3319,5951,2633,3174,1690,121,398,0,0,0,0,0,0,20240903
202408,장항선,온양온천,888,5,2041,477,5040,2570,9010,5431,9112,8250,8838,8395,9435,9689,9561,12291,10313,10220,12354,10602,11703,6987,10647,8269,9635,9323,7343,9598,9081,10097,4442,7950,3348,6316,2787,5539,1912,4303,1208,2928,22,943,0,0,0,0,0,0,20240903
202408,장항선,탕정,49,0,994,272,1989,942,3938,1847,3593,3464,2546,2094,2499,1863,2305,1641,2413,1899,2427,2247,2577,1542,3047,1816,2641,3220,3322,3821,3371,4622,2632,3367,1961,2677,2095,2248,1909,1981,887,1616,56,282,0,0,0,0,0,0,20240903
202408,중앙선,구리,1225,9,8387,1674,17051,5114,42774,8067,35738,17693,19473,14974,15807,13029,15661,11908,16648,12937,15003,16497,14647,14048,15952,17255,17646,21063,18256,28680,17320,38297,11024,34325,10589,18486,6767,15828,5964,14100,1838,9792,35,1689,0,0,0,0,0,0,20240903
202408,중앙선,국수,6,0,733,37,1090,380,2019,530,1888,1419,2068,962,1255,765,1270,1098,1053,992,1117,982,1060,844,1694,1138,1350,1330,933,1708,853,1527,443,1406,383,1333,253,1300,199,919,45,576,2,92,0,0,0,0,0,0,20240903
202408,중앙선,덕소,1484,4,3273,804,10311,2204,23433,4256,18102,6858,11348,5287,10027,5018,8900,4654,8303,6061,8368,6990,7195,6610,7368,9034,8321,10488,7783,14050,6690,18947,4269,16970,3415,9485,2639,9522,2249,8479,891,6275,5,1580,0,0,0,0,0,0,20240903
202408,중앙선,도농,1162,3,9043,1029,21329,3112,53112,7670,37234,12149,20892,7961,16134,7350,14414,7333,13580,8656,11825,9712,10495,10279,10298,13298,13301,17125,14437,25604,12977,35692,6770,32514,5462,18570,4428,16139,3040,13473,1059,10890,32,2002,0,0,0,0,0,0,20240903
202408,중앙선,도심,4,0,1986,304,5934,1435,12867,2154,8196,4315,5584,1948,4401,1439,2974,1660,3587,1935,3167,1571,2723,2254,2449,3357,3647,2293,2860,5458,3272,6146,1465,6327,1288,3419,929,3330,804,3787,281,1951,0,0,0,0,0,0,0,0,20240903
202408,중앙선,망우,408,9,8948,771,11910,3140,31227,5304,24308,11494,15595,8371,12349,8270,11046,9575,12020,9983,11868,10207,10998,11178,10519,12365,11618,15643,11830,18299,11689,27021,7937,21257,5691,13757,4669,9173,2911,9328,1313,6149,28,631,0,0,0,0,0,0,20240903
202408,중앙선,상봉,919,20,6614,938,9073,2534,21759,4937,23174,7425,12879,5960,8310,5654,8070,6620,9672,7923,8037,7828,7413,7565,8043,8358,7692,10126,8605,13669,9347,23657,6389,18876,5032,11240,4470,8628,2986,9342,1606,5302,143,1162,1,1,0,0,0,0,20240903
202408,중앙선,신원,1,0,146,65,226,216,447,253,429,557,366,327,392,284,336,275,323,213,351,191,370,196,344,234,396,259,341,299,561,373,177,250,106,247,68,214,26,125,9,61,0,16,0,0,0,0,0,0,20240903
202408,중앙선,아신,4,0,525,25,815,272,1491,553,1433,1040,1473,914,1313,856,1082,1032,1068,823,1020,826,961,921,1023,793,1173,1114,975,1713,845,1288,559,999,431,763,265,984,155,710,11,652,1,151,0,0,0,0,0,0,20240903
202408,중앙선,양수,37,0,854,283,2399,1295,5806,2175,4174,3400,4130,3722,3710,3338,3825,3690,3413,3283,3661,3401,3691,3140,4716,2927,4430,3674,3995,4252,3167,3755,1873,4366,1771,3269,1092,2844,424,2486,191,1491,0,275,0,0,0,0,0,1,20240903
202408,중앙선,양원,89,0,2818,453,4756,1814,13035,6634,10064,6150,6218,2807,4523,2981,3991,2820,4404,2664,3997,3522,3433,2894,5516,3787,6012,5059,5031,6596,3944,9634,2823,9329,1637,5427,1216,3674,968,3976,309,2466,8,172,0,0,0,0,0,0,20240903
202408,중앙선,양정,124,3,362,272,811,1111,1580,1500,1430,1834,952,863,828,641,718,571,771,650,829,521,940,605,1063,689,1350,775,1648,904,1913,1021,684,811,340,395,322,375,146,389,40,241,3,56,0,0,0,0,0,0,20240903
202408,중앙선,양평,88,0,2082,128,3994,1899,8965,3524,7037,6697,6065,4508,6874,4756,5677,7136,6567,5782,7069,3997,6397,6143,5854,6001,7136,6006,6604,8414,5810,8105,3597,6412,3384,6770,2471,4164,1873,3569,222,4145,73,1217,0,0,0,0,0,0,20240903
202408,중앙선,오빈,2,0,177,35,429,404,1025,343,1023,622,847,491,865,428,647,444,580,439,467,313,461,471,453,622,494,593,565,1113,502,754,292,584,172,336,105,510,41,319,8,281,18,56,0,0,0,0,0,0,20240903
202408,중앙선,용문,575,5,1088,6,2569,727,4329,1891,4590,4070,3736,4362,4371,6719,4451,10967,6321,7413,7254,7570,8574,6290,9607,3789,9113,6005,6664,5280,4104,4260,2527,3607,1185,3638,849,2324,367,1817,11,1687,0,781,0,0,0,0,0,0,20240903
202408,중앙선,운길산,9,0,367,185,666,679,1396,879,1511,1047,1163,1822,1173,1727,1295,1911,1368,1339,1373,956,1965,1126,1887,1016,1666,1175,1626,1156,1324,1100,834,1384,558,596,283,694,93,611,46,399,0,19,0,0,0,0,0,0,20240903
202408,중앙선,원덕,93,0,371,7,646,264,1032,441,989,606,962,494,903,536,667,555,619,451,565,532,622,577,563,686,727,659,577,960,487,875,350,706,227,510,102,531,21,349,7,300,2,71,0,0,0,0,0,0,20240903
202408,중앙선,중랑,360,5,6205,717,9863,1996,21866,3648,19743,6697,15128,5478,9039,4896,8816,5065,8540,5637,8185,5882,7223,7278,7118,9352,7550,11300,7458,14317,7438,20219,5020,16321,3459,10383,2597,8181,2141,9003,818,4810,37,422,0,0,0,0,0,0,20240903
202408,중앙선,지평,0,0,1,0,4,0,439,268,2,1,2,0,477,368,0,0,4,1,77,116,439,432,0,2,0,0,159,288,55,238,165,178,0,1,15,99,11,74,0,0,0,0,0,0,0,0,0,0,20240903
202408,중앙선,팔당,1,0,259,169,638,1019,1276,1921,1267,3164,1182,2651,1169,2227,1082,2117,1224,2074,1292,1334,1645,1463,1941,1510,2316,1248,2318,1498,2479,1536,1970,1107,1649,680,1248,530,773,417,178,189,1,0,0,0,0,0,0,0,20240903
202408,중앙선,회기,951,12,12546,4397,22338,14351,55988,28218,70277,47401,47831,32159,37617,26728,37566,24079,39588,27646,38492,30725,37594,30767,43274,32860,49979,39266,57458,49381,44478,70161,27367,55349,23935,37392,22150,38853,20347,43283,9457,27683,573,5504,0,0,0,0,0,0,20240903
202407,1호선,동대문,757,14,12086,2117,9215,7707,15524,12252,21063,20773,20396,22798,18388,23467,19491,26570,23579,25968,24740,23638,25571,22956,26437,21930,27009,21235,26186,21134,24596,21751,16611,20720,14802,14719,13400,13573,10096,13570,5139,8969,740,2717,2,220,0,0,0,0,20240803
202407,1호선,동묘앞,243,2,2980,949,3835,5378,8919,10147,14346,21923,12159,17756,12908,20813,18595,26811,23854,29308,28835,31269,29621,26250,30256,23189,30047,18643,28822,15542,21385,13302,11032,9403,6416,6632,5134,6689,3527,6675,1214,4621,151,1984,0,292,0,0,0,0,20240803
202407,1호선,서울역,589,18,8057,9031,13979,55919,42093,124856,74047,262620,66402,164049,63254,86988,79328,78916,94775,85265,90078,82708,80189,72995,104338,78621,118717,81581,197775,91581,245454,94949,122252,63098,85070,45334,87900,40261,54718,28535,25973,13125,2894,3784,1,242,0,0,0,0,20240803
202407,1호선,시청,56,2,2033,5401,3968,25679,7722,81256,10729,215798,13223,92116,15242,43568,21797,39353,23296,36747,28064,35596,34416,28404,44856,25745,56492,24985,99930,26559,174172,24880,64106,12172,55462,8947,47872,8205,29207,6332,9136,3610,505,982,0,16,0,0,0,0,20240803
202407,1호선,신설동,383,19,9203,2591,10574,10181,23443,27395,33206,60545,21431,35433,18784,21070,20581,18431,22863,18731,24154,19342,22486,18036,24927,19875,29261,21346,44067,25084,56303,32922,21384,22988,14590,15955,12425,15574,8990,13863,4006,9459,416,2580,0,0,0,0,0,0,20240803
202407,1호선,제기동,433,0,5242,2639,9915,10080,24113,23865,34681,43929,24957,36018,26658,36795,30968,38502,35266,39911,36468,40383,38018,38130,40381,33566,42389,32443,43721,28749,41791,29260,21620,18880,14885,12666,9520,11116,5850,9868,2596,6018,181,1496,0,0,0,0,0,0,20240803
202407,1호선,종각,142,1,3866,6510,4200,35908,7104,126021,10727,302766,13413,158467,19771,64813,30809,57553,36807,50731,44353,50389,54100,42541,64756,37467,83558,40880,166681,47801,241078,50159,98864,23570,85591,12579,88419,9419,62601,7009,26606,4544,1902,1150,0,4,0,0,0,0,20240803
202407,1호선,종로3가,175,15,4050,3175,3679,14242,5855,29958,9770,73350,14267,70132,21669,57358,32228,64102,43194,62702,47977,58608,53642,48318,61187,41627,69612,39102,84505,39074,95524,39798,54497,20449,47242,11406,50866,9502,37870,7642,15786,5029,1601,2265,1,48,0,0,0,0,20240803
202407,1호선,종로5가,61,1,2120,3643,3154,18162,6329,45719,10376,105683,15050,66733,25194,57274,35274,56712,43630,52413,50333,49405,56722,45136,59253,38390,66333,35497,89230,33413,99098,31381,46621,17576,33421,10273,30492,7387,20853,5451,5776,3446,368,854,0,0,0,0,0,0,20240803
202407,1호선,청량리(서울시립대입구),1158,14,11466,3076,20025,10875,54254,18369,63524,40370,38532,36695,33796,39885,38455,46220,42792,48821,43795,48144,45896,46845,50294,45372,54674,45960,53113,49040,47244,61600,26934,39699,21657,24095,16120,22837,10316,19842,4096,12043,249,3536,0,3,1,0,0,0,20240803
202407,2호선,강남,115,0,8057,11875,18729,63922,42099,175071,67164,343130,55534,352090,56518,167170,74466,112643,93834,110291,110696,124949,122842,108840,147503,103380,179006,111849,277252,146724,351537,190377,227563,108650,175972,61340,198331,51416,174154,43676,76919,23155,13789,6795,0,44,0,0,0,0,20240803
202407,2호선,강변(동서울터미널),32,1,10399,1938,30794,20050,85452,22538,121145,43387,84676,35244,63704,35561,55261,33353,50848,38347,47577,42289,42932,46260,46004,54769,49775,60607,54938,80916,58114,113773,38550,76951,29620,53696,25060,45393,16297,42332,6542,21476,1055,5682,1,26,0,0,0,0,20240803
202407,2호선,건대입구,307,4,15443,1963,23099,16224,57520,26313,98192,59029,66378,50920,40013,41768,38174,45683,43916,52804,47050,59322,48116,56811,53214,63808,63379,75901,76674,104389,86011,155257,63125,104139,65293,64536,70262,60134,69238,54222,42826,31167,7575,12149,7,777,0,0,0,0,20240803
202407,2호선,교대(법원.검찰청),29,1,2643,7552,12191,26692,26845,63105,38667,175952,30498,142815,27915,73957,33095,61172,36988,55705,44706,59746,51861,52262,55346,46841,61771,49699,103934,67121,148076,76711,65635,42746,54841,26518,53502,24641,43915,23138,16349,11699,3102,3554,1,20,0,0,0,0,20240803
202407,2호선,구로디지털단지,442,37,40070,5138,56309,20655,150376,91997,193477,242622,118031,146936,69179,60408,60984,46318,67867,50696,67422,62493,62312,60852,68621,67392,84118,81754,144922,113610,219016,173231,103542,134776,65911,87475,55902,85482,42117,83949,19329,47315,3561,14912,2,74,0,0,0,0,20240803
202407,2호선,구의(광진구청),87,2,14384,1766,28380,30682,75636,18419,126084,41042,75925,22960,39716,21412,31702,20588,34008,24117,32453,27376,29680,28366,32162,36455,42185,42562,46479,61838,46271,105067,26043,72569,20606,48591,17732,45252,15650,42370,8240,23386,1430,7748,1,100,0,0,0,0,20240803
202407,2호선,낙성대(강감찬),30,4,12495,2387,30043,10503,91122,19971,134967,45981,85557,33850,46606,26883,38604,25733,41318,27505,39950,29308,35857,31911,36769,38347,40941,44339,47334,64312,54757,110329,29521,88049,24098,58794,22169,55001,16333,54835,8431,32855,1570,9222,1,82,0,0,0,0,20240803
202407,2호선,당산,35,6,7656,3624,18338,13386,47439,30757,57778,81446,34005,34653,22806,17576,21726,16615,22316,18274,21491,20422,19916,20598,21474,23553,27145,30486,43911,47940,60129,76845,25726,50186,20335,32576,20162,31831,17514,29939,8650,18224,1475,4856,1,89,0,0,0,0,20240803
202407,2호선,대림(구로구청),967,27,35971,3478,30245,11022,70313,23639,100992,57404,63231,36882,41180,33148,34372,33703,36394,32390,34308,32842,31918,33899,33169,42270,37940,49037,45033,60962,52558,72837,27075,53724,20288,40909,15220,50970,11651,45401,5483,22536,837,6233,0,121,0,0,0,0,20240803
202407,2호선,도림천,0,0,464,409,1567,1014,3451,3802,3714,5896,2571,2607,2267,1775,1977,1409,2764,2194,1969,1675,2495,1934,2479,2017,2841,2125,3203,2647,3955,3709,1712,2935,1133,1997,918,1784,571,1339,196,897,57,325,0,8,0,0,0,0,20240803
202407,2호선,동대문역사문화공원(DDP),242,6,5342,1250,4137,9645,7742,23568,12882,52564,15518,35524,18824,33873,22231,33113,25334,33130,25934,33103,30953,33472,35302,31605,41515,29612,49783,31005,50655,36420,31957,32503,25493,24664,23739,21495,19890,18447,9615,11095,2140,3475,0,114,0,0,0,0,20240803
202407,2호선,뚝섬,15,1,3878,2946,9760,20222,20055,45552,27834,151153,17822,103985,15613,46891,17595,36928,22785,36791,27426,38227,32624,34605,40392,34927,52729,36951,88949,41601,144940,51428,71619,29584,51787,16120,45358,13654,28122,12116,10404,7889,1533,2703,2,26,0,0,0,0,20240803
202407,2호선,문래,19,0,4419,2742,16028,11517,47959,43170,54413,149899,28819,69355,20309,28739,21109,23788,25530,26255,25718,27674,26492,25150,29589,26933,36907,31211,69717,43402,125343,68655,42300,45327,31133,23170,33186,21159,26512,18565,12516,10694,2271,3623,0,106,0,0,0,0,20240803
202407,2호선,방배,19,1,2690,3213,9549,12726,23953,28704,32939,72313,25513,45654,18664,22792,18888,19092,22212,20977,22929,21362,23859,20917,26411,21216,31118,22144,43869,30417,61840,37122,27164,25651,20331,17142,19848,16225,14747,17593,5902,8975,1235,2707,0,1,0,0,0,0,20240803
202407,2호선,봉천,53,3,16713,1482,31527,7821,91157,14044,129057,30554,78134,23496,42883,20732,34529,22455,37681,25996,35244,27170,31454,29376,31585,37984,32982,43697,33045,60768,34804,97644,21486,77120,17991,47064,15415,44861,11413,41846,4673,25060,991,7927,3,510,0,0,0,0,20240803
202407,2호선,사당,83,1,13696,4228,33575,32903,89947,48198,113092,73192,81267,49863,51892,43408,46596,54859,52951,53890,54571,53465,58455,53998,60849,63441,65598,85001,85446,131378,104404,187690,67675,120236,62849,73442,70936,67701,67476,66068,36637,38679,6486,11543,1,608,0,0,0,0,20240803
202407,2호선,삼성(무역센터),211,5,4863,6248,7093,49382,16259,161460,21095,373919,22485,272619,24897,135469,39382,94735,51612,87324,66581,92809,85832,77737,113338,68106,147121,63939,260804,65438,335875,64334,167270,35753,131482,20251,110676,16142,67400,13024,17890,6728,2489,3707,1,1187,0,0,0,0,20240803
202407,2호선,상왕십리,40,4,6365,926,14866,6178,46189,13203,70737,32554,38865,19837,23692,14595,20426,13931,21980,16226,20721,17638,19247,18408,20497,21606,22197,25843,26883,39174,28237,60900,19025,38852,12267,24960,10962,23618,7203,22380,3088,13227,546,4596,0,3,0,0,0,0,20240803
202407,2호선,서울대입구(관악구청),5633,28,29740,2692,46836,15428,137880,29233,185147,72537,122161,61885,69907,50003,59391,46587,67048,49585,70597,54291,61078,58344,64636,65797,72537,77556,83095,109726,93464,186565,54163,140725,48267,87963,47748,84856,40998,85302,21816,48660,4074,18640,0,3736,0,0,0,0,20240803
202407,2호선,서초,2,0,2087,5144,9667,24426,20636,59108,31889,125175,29521,94460,22436,43402,29693,33733,26780,25987,33513,27369,33685,25166,42214,21420,49045,23424,79666,25899,104415,29428,46776,19792,32261,12852,30166,12482,18570,12047,6230,6344,953,1604,0,3,0,0,0,0,20240803
202407,2호선,선릉,143,3,4874,6608,12407,49358,23891,138261,37258,316349,36577,236526,40402,113015,51663,71404,63052,67961,74341,73979,81455,59945,105201,53008,138505,52730,230688,61490,322697,65248,160090,40440,102704,25852,95030,22857,81779,19961,27511,11619,4787,4671,1,115,0,0,0,0,20240803
202407,2호선,성수,86,2,5993,4353,9094,35753,23492,80902,31432,281387,24821,168757,22932,90314,26664,78717,36743,81073,47883,82984,59216,81328,74138,77946,94288,75730,160373,78189,278654,81896,133488,47989,103528,24411,83765,18684,55679,15706,22965,11609,3504,6157,0,1060,0,0,0,0,20240803
202407,2호선,시청,57,0,1014,2153,2491,21492,5250,81766,8933,245531,13864,100342,20175,33141,27417,29291,26570,29408,31061,30170,37371,26263,45119,23782,55614,21571,119867,24721,188597,24511,65312,13262,50035,9027,43295,8504,26469,7779,9969,4649,1461,1332,3,67,0,0,0,0,20240803
202407,2호선,신답,13,0,1409,116,2274,853,6581,945,12159,1814,4697,1162,2693,1054,1950,1234,2033,1424,2051,1480,1822,1839,1823,2743,2126,3573,2349,5068,2069,10565,1119,6767,699,3694,503,3792,414,3142,189,2055,51,576,0,1,0,0,0,0,20240803
202407,2호선,신당,33,3,6699,1278,12184,7911,32111,16582,54133,32119,30068,22964,20574,19430,19208,21150,22336,22249,22798,22330,22716,22787,23461,25190,26498,30607,31117,41470,34909,60597,23627,37878,18709,23814,17553,21148,15733,19742,7973,11639,1489,4159,1,7,0,0,0,0,20240803
